language	lang_id	gloss	transcription	translation	comment
Painara		75. Mati 	mateyəg	dead	
Painara		76. Hidup 	mojipən	alive	
Painara		77. Menggaruk 	kərag	scratch	
Painara		78. Memotong	bel(o)	cut	
Painara		79. Batang 	tawan	stem	
Painara		80. Membelah 	ləga	split	
Painara		81. Tajam 	rəkət	sharp	
Painara		82. Tumpul 	kəmohokə	blunt 	
Painara		83. Bekerja 	kərəja	work	
Painara		84. Bermain 	kəraŋa	play	
Painara		85. Menyanyi	kantar	sing	
Painara		86. Menari 	hedu	dance	
Painara		87. Bengkak	kəhobay	swollen	
Painara		88. Memeras 	piuŋ	squeeze	
Painara		89. Memegang	wetenəŋ	hold	
Painara		90. Menggali 	gal	dig	
Painara		91. Memberi 	beŋ	give	
Painara		92. Menarik	tugo	pull	
Painara		93. Mendorong 	udukaŋ	push	
Painara		94. Melempar 	dəkaŋ	throw	
Painara		95. Jatuh 	pahol	fall	
Painara		96. Anjing 	aho	dog	
Painara		97. Burung 	kəlieŋ	bird	
Painara		98. Telur 	təlukən	egg	
Painara		99. Bulu 	riaw	feather	
Painara		100. Sayap 	kəpikən	wing	
Painara		101. Terbang 	bəka	fly	
Painara		102. Binatang 	əwaŋ ləku	animal	
Painara		103. Daging 	elam	meat	
Painara		104. Lemak 	wojak	fat	
Painara		105. Ekor 	ikurən	tale	
Painara		106. Ular 	ulay	snake	
Painara		107. Cacing 	egoy	worm	
Painara		108. Kutu 	kutoy	louse	
Painara		109. Ikan 	ikay	fish	
Painara		110. Pohon 	kayo	tree	
Painara		111. Busuk 	wauk	rotten	
Painara		112. Daun 	lolon	leaf	
Painara		113. Kulit kayu	kayo kamakən	bark	
Painara		114. Akar 	ramutən	root	
Painara		115. Biji 	kulukən	seed	
Painara		116. Bunga 	puŋan	flower	
Painara		117. Buah 	wuakən	fruit	
Painara		118. Rumput 	mewaw	grass	
Painara		119. Tanah 	ənay	earth	
Painara		120. Batu 	wator	stone	
Painara		121. Pasir 	botan	sand	
Painara		122. Air 	waer	water	
Painara		123. Membeku 	—	freeze	
Painara		124. Es 	—	ice	
Painara		125. Mengalir 	ba	flow	
Painara		126. Terapung 	bao	float	
Painara		127. Laut 	loyor	sea	
Painara		128. Garam 	irar	salt	
Painara		129. Danau 	liwuŋən	lake	
Painara		130. Sungai 	wai	river	
Painara		131. Gunung 	iler	mountain	
Painara		132. Hutan	kowoten	forest	
Painara		133. Langit 	lewa	sky	
Painara		134. Matahari 	luwak	sun	
Painara		135. Bintang 	tonar	star	
Painara		136. Awan 	kowar	cloud	
Painara		137. Embun 	apun	dew	
Painara		138. Hujan 	ujan	rain	
Painara		139. Salju 	—	snow	
Painara		140. Angin 	aŋin	wind	
Painara		141. Bertiup 	pura	blow	
Painara		142. Panas 	katiŋən	hot	
Painara		143. Dingin 	lətəhən	cold	
Painara		144. Kering 	mayakən	dry	
Painara		145. Basah 	hənəbarən	wet	
Painara		146. Rata 	nədəkən	flat, smooth	
Painara		147. Berat 	bənəratən	heavy	
Painara		148. Api 	aper	fire	
Painara		149. Membakar 	talekaŋ	burn	
Painara		150. Asap 	nunan	smoke	
Painara		151. Abu 	kawok	dust	
Painara		152. Hitam 	mitəmən	black 	
Painara		153. Putih 	bujakən	white	
Painara		154. Merah 	meran	red	
Painara		155. Kuning 	kumahən	yellow	
Painara		156. Hijau 	pataŋənən	green	
Painara		157. Kecil 	kəlurəkən	small	
Painara		158. Besar 	kedakən	big	
Painara		159. Pendek 	pəjokən	short	
Painara		160. Panjang 	doakən	long	
Painara		161. Tipis 	mipiwən	thin	
Painara		162. Tebal 	pərəwakən	thick	
Painara		163. Sempit 	kənipotən	narrow	
Painara		164. Luas 	kedakən	wide	
Painara		165. Lurus 	mulurən	straight	
Painara		166. Tua 	tuanakən	old	
Painara		167. Baru 	wərun	new	
Painara		168. Baik 	aluhən	good	
Painara		169. Jelek	gutun	bad	
Painara		170. Betul 	nəmoi	right, correct	
Painara		171. Malam 	bukən	night	
Painara		172. Tahun 	tunanən	year	
Painara		173. Hari 	ləyonən	day	
Painara		174. Bilamana 	naoga	when	
Painara		175. Di 	je	in 	
Painara		176. Dalam 	gomakən	inside	
Painara		177. Di sini 	rəbe	here	
Painara		178. Di situ 	nəbo	there	
Painara		179. Ini 	nəbe	this	
Painara		180. Itu 	nəbo	that	
Painara		181. Dekat 	daekən	near	
Painara		182. Jauh 	doakən	far	
Painara		183. Di mana 	nanaga	where	
Painara		184. Saya 	gon	1SG	
Painara		185. Engkau/ kamu 	mon	2SG;2PL	
Painara		185. Engkau/ kamu 	mio	2SG;2PL	
Painara		186. Dia 	nane	3SG	
Painara		187. Kita 	tite	1PL.INC	
Painara		188. Kami 	kam	1PL.EXC	
Painara		189. Mereka 	dane	3PL	
Painara		190. Apa 	apay	what	
Painara		191. Siapa 	ena	who	
Painara		192. Lain	wiha	other	
Painara		193. Beberapa 	dapira	some	
Painara		194. Banyak 	waikəy	many	
Painara		195. Sedikit 	ətihi	few	
Painara		196. Semua 	waol	all	
Painara		197. Dan 	no	and	
Painara		198. Dengan	no	with	
Painara		199. Sebab 	pukən	because	
Painara		200. Jikalau 	—	if	
