language	lang_id	gloss	transcription	translation	comment
Lamahora		110. Pohon 	kayo	tree	
Lamahora		111. Busuk 	waũ	rotten	
Lamahora		112. Daun 	lolõ	leaf	
Lamahora		113. Kulit kayu	kayo kamʔã	bark	
Lamahora		114. Akar 	amutə	root	
Lamahora		115. Biji 	kulũ	seed	
Lamahora		116. Bunga 	puhũ	flower	
Lamahora		117. Buah 	wuã	fruit	
Lamahora		118. Rumput 	kərəmət	grass	
Lamahora		119. Tanah 	tana	earth	
Lamahora		120. Batu 	wato	stone	
Lamahora		121. Pasir 	wəra	sand	
Lamahora		122. Air 	waʔi	water	
Lamahora		123. Membeku 	—	freeze	
Lamahora		124. Es 	—	ice	
Lamahora		125. Mengalir 	golo	flow	
Lamahora		126. Terapung 	baʔo	float	
Lamahora		127. Laut 	tahi	sea	
Lamahora		128. Garam 	sia	salt	
Lamahora		129. Danau 	liwo	lake	
Lamahora		130. Sungai 	luŋu	river	
Lamahora		131. Gunung 	ile	mountain	
Lamahora		132. Hutan	bənewa	forest	
Lamahora		133. Langit 	kələm	sky	
Lamahora		134. Matahari 	ləra	sun	
Lamahora		135. Bintang 	tona	star	
Lamahora		136. Awan 	kowa	cloud	
Lamahora		137. Embun 	apũ	dew	
Lamahora		138. Hujan 	urã	rain	
Lamahora		139. Salju 	—	snow	
Lamahora		140. Angin 	aŋi	wind	
Lamahora		141. Bertiup 	dihe	blow	
Lamahora		142. Panas 	pəlate	hot	
Lamahora		143. Dingin 	ləta	cold	
Lamahora		144. Kering 	mara	dry	
Lamahora		145. Basah 	nəme	wet	
Lamahora		146. Rata 	lerʔe	flat, smooth	
Lamahora		147. Berat 	baʔat	heavy	
Lamahora		148. Api 	ape	fire	
Lamahora		149. Membakar 	səru	burn	
Lamahora		150. Asap 	nuhu	smoke	
Lamahora		151. Abu 	kawu	dust	
Lamahora		152. Hitam 	mitəm	black 	
Lamahora		153. Putih 	burʔã	white	
Lamahora		154. Merah 	meʔa	red	
Lamahora		155. Kuning 	kuma	yellow	
Lamahora		156. Hijau 	kəpəri	green	
Lamahora		157. Kecil 	kesi	small	
Lamahora		158. Besar 	belã	big	
Lamahora		159. Pendek 	kərʔu	short	
Lamahora		160. Panjang 	bəlahã	long	
Lamahora		161. Tipis 	bənipi	thin	
Lamahora		162. Tebal 	pəwərã	thick	
Lamahora		163. Sempit 	tudak	narrow	
Lamahora		164. Luas 	kəlarã	wide	
Lamahora		165. Lurus 	murã	straight	
Lamahora		166. Tua 	magũ	old	
Lamahora		167. Baru 	mureŋ	new	
Lamahora		168. Baik 	alus	good	
Lamahora		169. Jelek	daʔa	bad	
Lamahora		170. Betul 	nã murã	right, correct	
Lamahora		171. Malam 	rəma	night	
Lamahora		172. Tahun 	tunə	year	
Lamahora		173. Hari 	lərõ	day	
Lamahora		174. Bilamana 	arapira	when	
Lamahora		175. Di 	di	in 	
Lamahora		176. Dalam 	onã	inside	
Lamahora		177. Di sini 	təpi	here	
Lamahora		178. Di situ 	na wəli	there	
Lamahora		179. Ini 	napi	this	
Lamahora		180. Itu 	nəpe	that	
Lamahora		181. Dekat 	dahe	near	
Lamahora		182. Jauh 	doa	far	
Lamahora		183. Di mana 	təga	where	
Lamahora		184. Saya 	goʔe	1SG	
Lamahora		185. Engkau/ kamu 	moʔe	2SG;2PL	
Lamahora		186. Dia 	nae	3SG	
Lamahora		187. Kita 	tite	1PL.INC	
Lamahora		188. Kami 	kame	1PL.EXC	
Lamahora		189. Mereka 	raʔe	3PL	
Lamahora		190. Apa 	a	what	
Lamahora		191. Siapa 	heku	who	
Lamahora		192. Lain	geha	other	
Lamahora		193. Beberapa 	pira	some	
Lamahora		194. Banyak 	ayʔã	many	
Lamahora		195. Sedikit 	uhe	few	
Lamahora		196. Semua 	waol	all	
Lamahora		197. Dan 	kã, mã	and	
Lamahora		198. Dengan	kã, mã	with	
Lamahora		199. Sebab 	pukã	because	
Lamahora		200. Jikalau 	kalu	if	
