language	lang_id	gloss	transcription	translation	comment
Lamakera		54. Laki-laki	bəlakeʔ	man	
Lamakera		55. Wanita	bərkəwae	woman	
Lamakera		56. Anak	ana	child	
Lamakera		57. Suami	bəlakeʔ	husband	
Lamakera		58. Isteri	bərkəwahe	wife	
Lamakera		59. Ibu	əma	mother	
Lamakera		60. Bapak	bapa	father	
Lamakera		61. Kakak	kaka	older sibling	
Lamakera		62. Adik	arĩ	younger sibling	
Lamakera		63. Nama	narã	name	
Lamakera		64. Bilang	mari	say	
Lamakera		65. Tali	tale	rope	
Lamakera		66. Mengikat 	wido	tie	
Lamakera		67. Menjahit 	hawu	sew	
Lamakera		68. Pakaian 	alelolo	clothing	
Lamakera		69. Berburu	dore	hunt	
Lamakera		70. Menembak 	pasak	shoot	
Lamakera		71. Menikam 	tubak	stab	
Lamakera		72. Bertinju 	tubuk	fist	
Lamakera		73. berkelahi 	pəwuno	fight	
Lamakera		74. Membunuh 	belo	kill	
Lamakera		75. Mati 	mata	dead	
Lamakera		76. Hidup 	morʔĩ	alive	
Lamakera		77. Menggaruk 	ragu	scratch	
Lamakera		78. Memotong	belo	cut	
Lamakera		79. Batang 	pukã	stem	
Lamakera		80. Membelah 	ləka	split	
Lamakera		81. Tajam 	bərəkət	sharp	
Lamakera		82. Tumpul 	kələŋo	blunt 	
Lamakera		83. Bekerja 	kərja	work	
Lamakera		84. Bermain 	gəlaha	play	
Lamakera		85. Menyanyi	ñañi	sing	
Lamakera		86. Menari 	soka	dance	
Lamakera		87. Bengkak	baʔa	swollen	
Lamakera		88. Memeras 	iku	squeeze	
Lamakera		89. Memegang	pẽhe	hold	
Lamakera		90. Menggali 	bake	dig	
Lamakera		91. Memberi 	neʔi	give	
Lamakera		92. Menarik	tubo	pull	
Lamakera		93. Mendorong 	pogõ	push	
Lamakera		94. Melempar 	gahak	throw	
Lamakera		95. Jatuh 	ləŋa	fall	
Lamakera		96. Anjing 	aho	dog	
Lamakera		97. Burung 	kolõ	bird	
Lamakera		98. Telur 	təluk	egg	
Lamakera		99. Bulu 	raʔwũ	feather	
Lamakera		100. Sayap 	kəpĩ	wing	
Lamakera		101. Terbang 	bəka	fly	
Lamakera		102. Binatang 	əwã	animal	
Lamakera		103. Daging 	dagiŋ	meat	
Lamakera		104. Lemak 	worʔã	fat	
Lamakera		105. Ekor 	iku	tale	
Lamakera		106. Ular 	ula	snake	
Lamakera		107. Cacing 	kəbeŋer	worm	
Lamakera		108. Kutu 	kuto	louse	
Lamakera		109. Ikan 	ikan	fish	
Lamakera		110. Pohon 	kajo	tree	
Lamakera		111. Busuk 	waũ	rotten	
Lamakera		112. Daun 	lolõ	leaf	
Lamakera		113. Kulit kayu	kajokamʔã	bark	
Lamakera		114. Akar 	amutã	root	
Lamakera		115. Biji 	kulʔũ	seed	
Lamakera		116. Bunga 	puhũ	flower	
Lamakera		117. Buah 	wuã	fruit	
Lamakera		118. Rumput 	luʔo	grass	
Lamakera		119. Tanah 	tana	earth	
Lamakera		120. Batu 	wato	stone	
Lamakera		121. Pasir 	wəra	sand	
Lamakera		122. Air 	wai	water	
Lamakera		123. Membeku 	—	freeze	
Lamakera		124. Es 	—	ice	
Lamakera		125. Mengalir 	ba	flow	
Lamakera		126. Terapung 	bao	float	
Lamakera		127. Laut 	tahik	sea	
Lamakera		128. Garam 	siʔa	salt	
Lamakera		129. Danau 	liwo	lake	
Lamakera		130. Sungai 	waimənaʔaŋ	river	
Lamakera		131. Gunung 	ile	mountain	
Lamakera		132. Hutan	utan	forest	
Lamakera		133. Langit 	kəlaŋ	sky	
Lamakera		134. Matahari 	rəra	sun	
Lamakera		135. Bintang 	e təp	star	should there be a space?
Lamakera		136. Awan 	kowa	cloud	
Lamakera		137. Embun 	apu	dew	
Lamakera		138. Hujan 	urã	rain	
Lamakera		139. Salju 	—	snow	
Lamakera		140. Angin 	aŋi	wind	
Lamakera		141. Bertiup 	pui	blow	
Lamakera		142. Panas 	pəlate	hot	
Lamakera		143. Dingin 	gələtã	cold	
Lamakera		144. Kering 	tuʔuk	dry	
Lamakera		145. Basah 	nəməŋ	wet	
Lamakera		146. Rata 	hama	flat, smooth	
Lamakera		147. Berat 	baʔa	heavy	
Lamakera		148. Api 	ape	fire	
Lamakera		149. Membakar 	tuno	burn	
Lamakera		150. Asap 	nuhuŋ	smoke	
Lamakera		151. Abu 	kaʔwuk	dust	
Lamakera		152. Hitam 	mitã	black 	
Lamakera		153. Putih 	burʔã	white	
Lamakera		154. Merah 	meã	red	
Lamakera		155. Kuning 	kumha	yellow	
Lamakera		156. Hijau 	ijõ	green	
Lamakera		157. Kecil 	kəda	small	
Lamakera		158. Besar 	belʔã	big	
Lamakera		159. Pendek 	kəsũ	short	
Lamakera		160. Panjang 	bəlahã	long	
Lamakera		161. Tipis 	mənipi	thin	
Lamakera		162. Tebal 	pəwərʔẽ	thick	
Lamakera		163. Sempit 	kətudak	narrow	
Lamakera		164. Luas 	loŋar	wide	
Lamakera		165. Lurus 	kəloho	straight	
Lamakera		166. Tua 	tənuʔe	old	
Lamakera		167. Baru 	wuʔũ	new	
Lamakera		168. Baik 	ərʔẽ	good	
Lamakera		169. Jelek	mədõ	bad	
Lamakera		170. Betul 	murʔã	right, correct	
Lamakera		171. Malam 	rəmã	night	
Lamakera		172. Tahun 	tuŋ	year	
Lamakera		173. Hari 	rərõ	day	
Lamakera		174. Bilamana 	arəmpira	when	
Lamakera		175. Di 	di	in 	
Lamakera		176. Dalam 	bəlomã	inside	
Lamakera		177. Di sini 	dəwi	here	
Lamakera		178. Di situ 	dəwe	there	
Lamakera		179. Ini 	nəwi	this	
Lamakera		180. Itu 	nəwe	that	
Lamakera		181. Dekat 	dahẽ	near	
Lamakera		182. Jauh 	doã	far	
Lamakera		183. Di mana 	dəga	where	
Lamakera		184. Saya 	goʔe	1SG	
Lamakera		185. Engkau/ kamu 	moʔe	2SG;2PL	
Lamakera		185. Engkau/ kamu 	mio	2SG;2PL	
Lamakera		186. Dia 	naʔe	3SG	
Lamakera		187. Kita 	tite	1PL.INC	
Lamakera		188. Kami 	kame	1PL.EXC	
Lamakera		189. Mereka 	raʔe	3PL	
Lamakera		190. Apa 	aku	what	
Lamakera		191. Siapa 	heku	who	
Lamakera		192. Lain	geha	other	
Lamakera		193. Beberapa 	bopira	some	
Lamakera		194. Banyak 	ajã	many	
Lamakera		195. Sedikit 	əsi	few	
Lamakera		196. Semua 	wahok	all	
Lamakera		197. Dan 	noʔõ	and	
Lamakera		198. Dengan	noʔõ	with	
Lamakera		199. Sebab 	pukã	because	
Lamakera		200. Jikalau 	kalu	if	
