language	lang_id	gloss	transcription	translation	comment
Kiwangona		75. Mati 	mata	dead	
Kiwangona		76. Hidup 	morip	alive	
Kiwangona		77. Menggaruk 	ragu	scratch	
Kiwangona		78. Memotong	belo	cut	
Kiwangona		79. Batang 	əpʔã	stem	
Kiwangona		80. Membelah 	hiwək	split	
Kiwangona		81. Tajam 	dəkət	sharp	
Kiwangona		82. Tumpul 	gã hala	blunt 	
Kiwangona		83. Bekerja 	kərəya	work	
Kiwangona		84. Bermain 	gəlaha	play	
Kiwangona		85. Menyanyi	ñañi	sing	
Kiwangona		86. Menari 	nigə	dance	
Kiwangona		87. Bengkak	baʔa	swollen	
Kiwangona		88. Memeras 	piʔuk	squeeze	
Kiwangona		89. Memegang	pehẽ	hold	
Kiwangona		90. Menggali 	baʔe	dig	
Kiwangona		91. Memberi 	nei	give	
Kiwangona		92. Menarik	tubo	pull	
Kiwangona		93. Mendorong 	osõ	push	
Kiwangona		94. Melempar 	geba	throw	
Kiwangona		95. Jatuh 	goka	fall	
Kiwangona		96. Anjing 	aho	dog	
Kiwangona		97. Burung 	kolõ	bird	
Kiwangona		98. Telur 	təlu	egg	
Kiwangona		99. Bulu 	rawuk	feather	
Kiwangona		100. Sayap 	kəpʔi	wing	
Kiwangona		101. Terbang 	bəka	fly	
Kiwangona		102. Binatang 	əwã	animal	
Kiwangona		103. Daging 	ihik	meat	
Kiwangona		104. Lemak 	worʔã	fat	
Kiwangona		105. Ekor 	ikũ	tale	
Kiwangona		106. Ular 	ulaʔ	snake	
Kiwangona		107. Cacing 	kəbeŋã	worm	
Kiwangona		108. Kutu 	kuto	louse	
Kiwangona		109. Ikan 	ikã	fish	
Kiwangona		110. Pohon 	kayo	tree	
Kiwangona		111. Busuk 	wãu	rotten	
Kiwangona		112. Daun 	lolo	leaf	
Kiwangona		113. Kulit kayu	kayokamʔã	bark	
Kiwangona		114. Akar 	amut	root	
Kiwangona		115. Biji 	kulʔũ	seed	
Kiwangona		116. Bunga 	puhũ	flower	
Kiwangona		117. Buah 	wuã	fruit	
Kiwangona		118. Rumput 	kəduku	grass	
Kiwangona		119. Tanah 	tana	earth	
Kiwangona		120. Batu 	wato	stone	
Kiwangona		121. Pasir 	wəra	sand	
Kiwangona		122. Air 	wai	water	
Kiwangona		123. Membeku 	—	freeze	
Kiwangona		124. Es 	—	ice	
Kiwangona		125. Mengalir 	doro	flow	
Kiwangona		126. Terapung 	bao	float	
Kiwangona		127. Laut 	tahi	sea	
Kiwangona		128. Garam 	siʔa	salt	
Kiwangona		129. Danau 	liwo	lake	
Kiwangona		130. Sungai 	wai maʔã	river	
Kiwangona		131. Gunung 	ile	mountain	
Kiwangona		132. Hutan	dua	forest	
Kiwangona		133. Langit 	kəlɤ	sky	
Kiwangona		134. Matahari 	rəra	sun	
Kiwangona		135. Bintang 	e-təp	star	
Kiwangona		136. Awan 	kowa	cloud	
Kiwangona		137. Embun 	apũ	dew	
Kiwangona		138. Hujan 	urut	rain	
Kiwangona		139. Salju 	—	snow	
Kiwangona		140. Angin 	aŋi	wind	
Kiwangona		141. Bertiup 	puit	blow	
Kiwangona		142. Panas 	pəlate	hot	
Kiwangona		143. Dingin 	gələtɤ	cold	
Kiwangona		144. Kering 	marʔâ	dry	â should be ã?
Kiwangona		145. Basah 	nəm’e	wet	
Kiwangona		146. Rata 	əbʔã	flat, smooth	
Kiwangona		147. Berat 	baʔat	heavy	
Kiwangona		148. Api 	ape	fire	
Kiwangona		149. Membakar 	səru	burn	
Kiwangona		150. Asap 	nuhũ	smoke	
Kiwangona		151. Abu 	kəʔawuk	dust	
Kiwangona		152. Hitam 	mitɤ	black 	
Kiwangona		153. Putih 	burʔã	white	
Kiwangona		154. Merah 	meʔã	red	
Kiwangona		155. Kuning 	kumha	yellow	
Kiwangona		156. Hijau 	bət’ã	green	
Kiwangona		157. Kecil 	keni	small	
Kiwangona		158. Besar 	belʔã	big	
Kiwangona		159. Pendek 	kərʔũ	short	
Kiwangona		160. Panjang 	bəlahʔã	long	
Kiwangona		161. Tipis 	məniphi	thin	
Kiwangona		162. Tebal 	pəwərã	thick	
Kiwangona		163. Sempit 	tudək	narrow	
Kiwangona		164. Luas 	pəlelet	wide	
Kiwangona		165. Lurus 	kəlohʔã	straight	
Kiwangona		166. Tua 	tənuʔe	old	
Kiwangona		167. Baru 	wuʔũ	new	
Kiwangona		168. Baik 	məlʔã	good	
Kiwangona		169. Jelek	mədho	bad	
Kiwangona		170. Betul 	murʔã	right, correct	
Kiwangona		171. Malam 	rəmãʔ	night	
Kiwangona		172. Tahun 	tũn	year	
Kiwangona		173. Hari 	rərõ	day	
Kiwangona		174. Bilamana 	ər pira	when	
Kiwangona		175. Di 	də	in 	
Kiwangona		176. Dalam 	dəonã	inside	
Kiwangona		177. Di sini 	pəhia	here	
Kiwangona		178. Di situ 	dəpe	there	
Kiwangona		179. Ini 	ni	this	
Kiwangona		180. Itu 	nəpe	that	
Kiwangona		181. Dekat 	dahʔẽ	near	
Kiwangona		182. Jauh 	bədoʔẽ	far	
Kiwangona		183. Di mana 	dəga	where	
Kiwangona		184. Saya 	goʔe	1SG	
Kiwangona		185. Engkau/ kamu 	moʔe	2SG;2PL	
Kiwangona		185. Engkau/ kamu 	mio	2SG;2PL	
Kiwangona		186. Dia 	naʔe	3SG	
Kiwangona		187. Kita 	tite	1PL.INC	
Kiwangona		188. Kami 	kame	1PL.EXC	
Kiwangona		189. Mereka 	raʔe	3PL	
Kiwangona		190. Apa 	aku	what	
Kiwangona		191. Siapa 	heku	who	
Kiwangona		192. Lain	ikʔã	other	
Kiwangona		193. Beberapa 	pira-pira	some	
Kiwangona		194. Banyak 	ayã	many	
Kiwangona		195. Sedikit 	əsi	few	
Kiwangona		196. Semua 	wahaŋkae	all	
Kiwangona		197. Dan 	noʔõ	and	
Kiwangona		198. Dengan	noʔõ	with	
Kiwangona		199. Sebab 	səbab	because	
Kiwangona		200. Jikalau 	kalu	if	
