language	lang_id	gloss	transcription	translation	comment
Lewokukun		130. Sungai 	baku	river	
Lewokukun		131. Gunung 	ileru	mountain	
Lewokukun		132. Hutan	maŋak	forest	
Lewokukun		133. Langit 	kələm	sky	
Lewokukun		134. Matahari 	ləjawu	sun	
Lewokukun		135. Bintang 	tonaru	star	
Lewokukun		136. Awan 	kowaru	cloud	
Lewokukun		137. Embun 	apunu	dew	
Lewokukun		138. Hujan 	apunu	rain	
Lewokukun		139. Salju 	—	snow	
Lewokukun		140. Angin 	aŋinu	wind	
Lewokukun		141. Bertiup 	pur	blow	
Lewokukun		142. Panas 	kati	hot	
Lewokukun		143. Dingin 	lətəs	cold	
Lewokukun		144. Kering 	majak	dry	
Lewokukun		145. Basah 	sənəbar	wet	
Lewokukun		146. Rata 	lerek	flat, smooth	
Lewokukun		147. Berat 	bərat	heavy	
Lewokukun		148. Api 	aperu	fire	
Lewokukun		149. Membakar 	papi	burn	
Lewokukun		150. Asap 	sənəgur	smoke	
Lewokukun		151. Abu 	kawok	dust	
Lewokukun		152. Hitam 	mitəm	black 	
Lewokukun		153. Putih 	bujak	white	
Lewokukun		154. Merah 	mera	red	
Lewokukun		155. Kuning 	kumas	yellow	
Lewokukun		156. Hijau 	pəris	green	
Lewokukun		157. Kecil 	anak	small	
Lewokukun		158. Besar 	kedak	big	
Lewokukun		159. Pendek 	məgok	short	
Lewokukun		160. Panjang 	doak	long	
Lewokukun		161. Tipis 	mipiwu	thin	
Lewokukun		162. Tebal 	təbalɤ	thick	
Lewokukun		163. Sempit 	kənipot	narrow	
Lewokukun		164. Luas 	loŋgar	wide	
Lewokukun		165. Lurus 	mulur	straight	
Lewokukun		166. Tua 	magu	old	
Lewokukun		167. Baru 	wəru	new	
Lewokukun		168. Baik 	alus	good	
Lewokukun		169. Jelek	kədatək	bad	
Lewokukun		170. Betul 	na moi	right, correct	
Lewokukun		171. Malam 	rəma	night	
Lewokukun		172. Tahun 	tunən	year	
Lewokukun		173. Hari 	ləyon	day	
Lewokukun		174. Bilamana 	jəm pira	when	
Lewokukun		175. Di 	je	in 	
Lewokukun		176. Dalam 	or	inside	
Lewokukun		177. Di sini 	bədi	here	
Lewokukun		178. Di situ 	wəli	there	
Lewokukun		179. Ini 	bədi	this	
Lewokukun		180. Itu 	dede	that	
Lewokukun		181. Dekat 	dae	near	
Lewokukun		182. Jauh 	doa	far	
Lewokukun		183. Di mana 	maga	where	
Lewokukun		184. Saya 	gone	1SG	
Lewokukun		185. Engkau/ kamu 	mone	2SG;2PL	
Lewokukun		186. Dia 	nane	3SG	
Lewokukun		187. Kita 	tite	1PL.INC	
Lewokukun		188. Kami 	kame	1PL.EXC	
Lewokukun		189. Mereka 	yane	3PL	
Lewokukun		190. Apa 	lane	what	
Lewokukun		191. Siapa 	enaku	who	
Lewokukun		192. Lain	gesak	other	
Lewokukun		193. Beberapa 	pira	some	
Lewokukun		194. Banyak 	rai	many	
Lewokukun		195. Sedikit 	kənəko	few	
Lewokukun		196. Semua 	səmua	all	
Lewokukun		197. Dan 	no	and	
Lewokukun		198. Dengan	no 	with	
Lewokukun		199. Sebab 	puk	because	
Lewokukun		200. Jikalau 	—	if	
