language	lang_id	gloss	transcription	translation	comment
Lamalera	lama1278	50. Rebah	pafã	lie down	
Lamalera	lama1278	51. Duduk	tobo	sit	
Lamalera	lama1278	52. Berdiri	dei	stand	
Lamalera	lama1278	53. Orang	atadikã	person	
Lamalera	lama1278	54. Laki-laki	kəbaelake	man	
Lamalera	lama1278	55. Wanita	kəbarafae	woman	
Lamalera	lama1278	56. Anak	ana	child	
Lamalera	lama1278	57. Suami	kəlake	husband	
Lamalera	lama1278	58. Isteri	kəfae	wife	
Lamalera	lama1278	59. Ibu	əma	mother	
Lamalera	lama1278	60. Bapak	bapa	father	
Lamalera	lama1278	61. Kakak	tata	older sibling	
Lamalera	lama1278	62. Adik	arik	younger sibling	
Lamalera	lama1278	63. Nama	naraŋ	name	
Lamalera	lama1278	64. Bilang	mari	say	
Lamalera	lama1278	65. Tali	tale	rope	
Lamalera	lama1278	66. Mengikat 	hoŋã	tie	
Lamalera	lama1278	67. Menjahit 	hau	sew	
Lamalera	lama1278	68. Pakaian 	alelolo	clothing	
Lamalera	lama1278	69. Berburu	bati	hunt	
Lamalera	lama1278	70. Menembak 	pasa	shoot	
Lamalera	lama1278	71. Menikam 	tuba	stab	
Lamalera	lama1278	72. Bertinju 	tado	fist	
Lamalera	lama1278	73. berkelahi 	uno	fight	
Lamalera	lama1278	74. Membunuh 	təbajak	kill	
Lamalera	lama1278	75. Mati 	mata	dead	
Lamalera	lama1278	76. Hidup 	mori	alive	
Lamalera	lama1278	77. Menggaruk 	rago	scratch	
Lamalera	lama1278	78. Memotong	belo	cut	
Lamalera	lama1278	79. Batang 	pukã	stem	
Lamalera	lama1278	80. Membelah 	ləka	split	
Lamalera	lama1278	81. Tajam 	bərəkət	sharp	
Lamalera	lama1278	82. Tumpul 	moso	blunt 	
Lamalera	lama1278	83. Bekerja 	kariã	work	
Lamalera	lama1278	84. Bermain 	gəla	play	
Lamalera	lama1278	85. Menyanyi	kantar	sing	
Lamalera	lama1278	86. Menari 	soka	dance	
Lamalera	lama1278	87. Bengkak	kəbaras	swollen	
Lamalera	lama1278	88. Memeras 	piuk	squeeze	
Lamalera	lama1278	89. Memegang	pe	hold	
Lamalera	lama1278	90. Menggali 	gui	dig	
Lamalera	lama1278	91. Memberi 	soro	give	
Lamalera	lama1278	92. Menarik	gəfea	pull	
Lamalera	lama1278	93. Mendorong 	odo	push	
			uruk	push	
Lamalera	lama1278	94. Melempar 	geba	throw	
Lamalera	lama1278	95. Jatuh 	goka	fall	
Lamalera	lama1278	96. Anjing 	ao	dog	
Lamalera	lama1278	97. Burung 	kolo	bird	
Lamalera	lama1278	98. Telur 	təlu	egg	
Lamalera	lama1278	99. Bulu 	rafuk	feather	
Lamalera	lama1278	100. Sayap 	kəpik	wing	
Lamalera	lama1278	101. Terbang 	bəka	fly	
Lamalera	lama1278	102. Binatang 	əfã	animal	
Lamalera	lama1278	103. Daging 	hik	meat	
			elã	meat	
Lamalera	lama1278	104. Lemak 	forã	fat	
Lamalera	lama1278	105. Ekor 	iku	tale	
Lamalera	lama1278	106. Ular 	ula	snake	
Lamalera	lama1278	107. Cacing 	salafalã	worm	
Lamalera	lama1278	108. Kutu 	kuto	louse	
Lamalera	lama1278	109. Ikan 	ikã	fish	
Lamalera	lama1278	110. Pohon 	kajo	tree	
Lamalera	lama1278	111. Busuk 	fãu	rotten	
Lamalera	lama1278	112. Daun 	lolo	leaf	
Lamalera	lama1278	113. Kulit kayu	kajo kãmã	bark	
Lamalera	lama1278	114. Akar 	ramut	root	
Lamalera	lama1278	115. Biji 	upu	seed	
Lamalera	lama1278	116. Bunga 	pu	flower	
Lamalera	lama1278	117. Buah 	fuã	fruit	
Lamalera	lama1278	118. Rumput 	kərəmet	grass	
Lamalera	lama1278	119. Tanah 	tana	earth	
Lamalera	lama1278	120. Batu 	fato	stone	
Lamalera	lama1278	121. Pasir 	botã	sand	
Lamalera	lama1278	122. Air 	fai	water	
Lamalera	lama1278	123. Membeku 	—	freeze	
Lamalera	lama1278	124. Es 	—	ice	
Lamalera	lama1278	125. Mengalir 	bã	flow	
Lamalera	lama1278	126. Terapung 	bao	float	
Lamalera	lama1278	127. Laut 	lefa	sea	
Lamalera	lama1278	128. Garam 	sia	salt	
Lamalera	lama1278	129. Danau 	lifo	lake	
Lamalera	lama1278	130. Sungai 	suŋe	river	
Lamalera	lama1278	131. Gunung 	ile	mountain	
Lamalera	lama1278	132. Hutan	eka pənət	forest	
Lamalera	lama1278	133. Langit 	kelã	sky	
Lamalera	lama1278	134. Matahari 	ləra	sun	
Lamalera	lama1278	135. Bintang 	tona	star	
Lamalera	lama1278	136. Awan 	kofa	cloud	
Lamalera	lama1278	137. Embun 	apu	dew	
Lamalera	lama1278	138. Hujan 	urã	rain	
Lamalera	lama1278	139. Salju 	—	snow	
Lamalera	lama1278	140. Angin 	aŋi	wind	
Lamalera	lama1278	141. Bertiup 	die	blow	
Lamalera	lama1278	142. Panas 	pəlate	hot	
Lamalera	lama1278	143. Dingin 	gələtã	cold	
Lamalera	lama1278	144. Kering 	marã	dry	
Lamalera	lama1278	145. Basah 	sənəbe	wet	
Lamalera	lama1278	146. Rata 	lere	flat, smooth	
Lamalera	lama1278	147. Berat 	batã	heavy	
Lamalera	lama1278	148. Api 	ape	fire	
Lamalera	lama1278	149. Membakar 	papi	burn	
Lamalera	lama1278	150. Asap 	sənəgur	smoke	
Lamalera	lama1278	151. Abu 	kafu	dust	
Lamalera	lama1278	152. Hitam 	mitãŋ	black 	
Lamalera	lama1278	153. Putih 	burã	white	
Lamalera	lama1278	154. Merah 	meã	red	
Lamalera	lama1278	155. Kuning 	kumã	yellow	
Lamalera	lama1278	156. Hijau 	keor	green	
Lamalera	lama1278	157. Kecil 	keni	small	
Lamalera	lama1278	158. Besar 	belã	big	
Lamalera	lama1278	159. Pendek 	kəru	short	
Lamalera	lama1278	160. Panjang 	blã	long	
Lamalera	lama1278	161. Tipis 	mənipi	thin	
Lamalera	lama1278	162. Tebal 	pəfəre	thick	
Lamalera	lama1278	163. Sempit 	hipet	narrow	
Lamalera	lama1278	164. Luas 	pelafat	wide	
Lamalera	lama1278	165. Lurus 	mūlu	straight	
Lamalera	lama1278	166. Tua 	magu	old	
Lamalera	lama1278	167. Baru 	fu	new	
Lamalera	lama1278	168. Baik 	sənareŋ	good	
Lamalera	lama1278	169. Jelek	afadatəŋ	bad	
Lamalera	lama1278	170. Betul 	murã	right, correct	
Lamalera	lama1278	171. Malam 	remã	night	
Lamalera	lama1278	172. Tahun 	tuŋ	year	
Lamalera	lama1278	173. Hari 	ləro	day	
Lamalera	lama1278	174. Bilamana 	arapira	when	
Lamalera	lama1278	175. Di 	lau	in 	lau, rae: different inflections
Lamalera	lama1278	176. Dalam 	belomã	inside	
Lamalera	lama1278	177. Di sini 	dipi	here	
Lamalera	lama1278	178. Di situ 	depe	there	
Lamalera	lama1278	179. Ini 	pi	this	
Lamalera	lama1278	180. Itu 	pe	that	
Lamalera	lama1278	181. Dekat 	dae	near	
Lamalera	lama1278	182. Jauh 	doe	far	
Lamalera	lama1278	183. Di mana 	diga	where	
Lamalera	lama1278	184. Saya 	goe	1SG	
Lamalera	lama1278	185. Engkau/kamu	moe	2SG;2PL	
			mio	2SG;2PL	
Lamalera	lama1278	186. Dia 	nae	3SG	
Lamalera	lama1278	187. Kita 	tite	1PL.INC	
Lamalera	lama1278	188. Kami 	kame	1PL.EXC	
Lamalera	lama1278	189. Mereka 	rae	3PL	
Lamalera	lama1278	190. Apa 	alaka	what	
Lamalera	lama1278	191. Siapa 	heku	who	
Lamalera	lama1278	192. Lain	geak	other	
Lamalera	lama1278	193. Beberapa 	bopira	some	
Lamalera	lama1278	194. Banyak 	ajã	many	
Lamalera	lama1278	195. Sedikit 	usi	few	
Lamalera	lama1278	196. Semua 	fakahae	all	
Lamalera	lama1278	197. Dan 	nã	and	
Lamalera	lama1278	198. Dengan	nã	with	
Lamalera	lama1278	199. Sebab 	pukãŋ	because	
Lamalera	lama1278	200. Jikalau 	kalu	if	
