language	lang_id	gloss	transcription	translation	comment
Botun		93. Mendorong 	toyõ	push	
Botun		94. Melempar 	geba	throw	
Botun		95. Jatuh 	dəkak	fall	
Botun		96. Anjing 	aho	dog	
Botun		97. Burung 	kolõ	bird	
Botun		98. Telur 	təlũ	egg	
Botun		99. Bulu 	rawũ	feather	
Botun		100. Sayap 	kəpʔĩ	wing	
Botun		101. Terbang 	bəka	fly	
Botun		102. Binatang 	əwã	animal	
Botun		103. Daging 	umã	meat	
Botun		104. Lemak 	worʔã	fat	
Botun		105. Ekor 	iku	tale	
Botun		106. Ular 	ula	snake	
Botun		107. Cacing 	kəbeŋə	worm	
Botun		108. Kutu 	kuto	louse	
Botun		109. Ikan 	ikã	fish	
Botun		110. Pohon 	kayo	tree	
Botun		111. Busuk 	wãu	rotten	
Botun		112. Daun 	lolo	leaf	
Botun		113. Kulit kayu	kamã	bark	
Botun		114. Akar 	əmut	root	
Botun		115. Biji 	kulʔũ	seed	
Botun		116. Bunga 	puhũ	flower	
Botun		117. Buah 	wuã	fruit	
Botun		118. Rumput 	kərəmət	grass	
Botun		119. Tanah 	tana	earth	
Botun		120. Batu 	wato	stone	
Botun		121. Pasir 	wəra	sand	
Botun		122. Air 	wai	water	
Botun		123. Membeku 	—	freeze	
Botun		124. Es 	—	ice	
Botun		125. Mengalir 	baʔ	flow	
Botun		126. Terapung 	bao	float	
Botun		127. Laut 	tahik	sea	
Botun		128. Garam 	siʔa	salt	
Botun		129. Danau 	liwo	lake	
Botun		130. Sungai 	wai maʔã	river	
Botun		131. Gunung 	ile	mountain	
Botun		132. Hutan	rukʔã	forest	
Botun		133. Langit 	kəlã	sky	
Botun		134. Matahari 	rəra	sun	
Botun		135. Bintang 	epət	star	
Botun		136. Awan 	kowa	cloud	
Botun		137. Embun 	apũ	dew	
Botun		138. Hujan 	urã	rain	
Botun		139. Salju 	—	snow	
Botun		140. Angin 	aŋi	wind	
Botun		141. Bertiup 	bu	blow	
Botun		142. Panas 	pəlate	hot	
Botun		143. Dingin 	gələtã	cold	
Botun		144. Kering 	marʔã	dry	
Botun		145. Basah 	nəme	wet	
Botun		146. Rata 	əbʔã	flat, smooth	
Botun		147. Berat 	baʔat	heavy	
Botun		148. Api 	ape	fire	
Botun		149. Membakar 	səru	burn	
Botun		150. Asap 	nuhũ	smoke	
Botun		151. Abu 	kəawuk	dust	
Botun		152. Hitam 	mitã	black 	
Botun		153. Putih 	burã	white	
Botun		154. Merah 	meʔã	red	
Botun		155. Kuning 	kumha	yellow	
Botun		156. Hijau 	ijõ	green	
Botun		157. Kecil 	kəsĩ	small	
Botun		158. Besar 	belʔã	big	
Botun		159. Pendek 	kərʔũ	short	
Botun		160. Panjang 	bəlahã	long	
Botun		161. Tipis 	məniphĩ	thin	
Botun		162. Tebal 	pəwərã	thick	
Botun		163. Sempit 	tudak	narrow	
Botun		164. Luas 	pəlelet	wide	
Botun		165. Lurus 	kəlohok	straight	
Botun		166. Tua 	tənuʔe	old	
Botun		167. Baru 	wuʔũ	new	
Botun		168. Baik 	məlʔã	good	
Botun		169. Jelek	mədõ	bad	
Botun		170. Betul 	murã	right, correct	
Botun		171. Malam 	rəmʔã	night	
Botun		172. Tahun 	tun	year	
Botun		173. Hari 	rərõ	day	
Botun		174. Bilamana 	ər pira	when	
Botun		175. Di 	di	in 	
Botun		176. Dalam 	bəlomã	inside	
Botun		177. Di sini 	dəpi	here	
Botun		178. Di situ 	dəpe	there	
Botun		179. Ini 	pi	this	
Botun		180. Itu 	pe	that	
Botun		181. Dekat 	dahʔẽ	near	
Botun		182. Jauh 	doʔẽ	far	
Botun		183. Di mana 	dəga	where	
Botun		184. Saya 	goʔe	1SG	
Botun		185. Engkau/ kamu 	moʔe	2SG;2PL	
Botun		185. Engkau/ kamu 	mio	2SG;2PL	
Botun		186. Dia 	naʔe	3SG	
Botun		187. Kita 	tite	1PL.INC	
Botun		188. Kami 	kame	1PL.EXC	
Botun		189. Mereka 	raʔe	3PL	
Botun		190. Apa 	aku	what	
Botun		191. Siapa 	hege	who	
Botun		192. Lain	ikər	other	
Botun		193. Beberapa 	bopira	some	
Botun		194. Banyak 	ayʔã	many	
Botun		195. Sedikit 	usi	few	
Botun		196. Semua 	wahaŋkae	all	
Botun		197. Dan 	noʔõ	and	
Botun		198. Dengan	noʔo	with	
Botun		199. Sebab 	pukã	because	
Botun		200. Jikalau 	—	if	
