language	lang_id	gloss	transcription	translation	comment
Merdeka		77. Menggaruk 	ragu	scratch	
Merdeka		78. Memotong	belo	cut	
Merdeka		79. Batang 	pukã	stem	
Merdeka		80. Membelah 	ləga	split	
Merdeka		81. Tajam 	bərəkət	sharp	
Merdeka		82. Tumpul 	kəmoŋo	blunt 	
Merdeka		83. Bekerja 	kərja	work	
Merdeka		84. Bermain 	raʔa	play	
Merdeka		85. Menyanyi	ñañi	sing	
Merdeka		86. Menari 	soka	dance	
Merdeka		87. Bengkak	nogor	swollen	
Merdeka		88. Memeras 	piuk	squeeze	
Merdeka		89. Memegang	wetet	hold	
Merdeka		90. Menggali 	gali	dig	
Merdeka		91. Memberi 	sorõ	give	
Merdeka		92. Menarik	gihã	pull	
Merdeka		93. Mendorong 	uduk	push	
Merdeka		94. Melempar 	geba	throw	
Merdeka		95. Jatuh 	ləŋat	fall	
Merdeka		96. Anjing 	aho	dog	
Merdeka		97. Burung 	kolo	bird	
Merdeka		98. Telur 	təlʔũ	egg	
Merdeka		99. Bulu 	rawuk	feather	
Merdeka		100. Sayap 	kəpi	wing	
Merdeka		101. Terbang 	bəka	fly	
Merdeka		102. Binatang 	əwã(nawu)	animal	
Merdeka		103. Daging 	elã	meat	
Merdeka		104. Lemak 	worã	fat	
Merdeka		105. Ekor 	iku	tale	
Merdeka		106. Ular 	ula	snake	
Merdeka		107. Cacing 	kodəl	worm	
Merdeka		108. Kutu 	kuto	louse	
Merdeka		109. Ikan 	ikã	fish	
Merdeka		110. Pohon 	kayo	tree	
Merdeka		111. Busuk 	wãu	rotten	
Merdeka		112. Daun 	lolõ	leaf	
Merdeka		113. Kulit kayu	k. kamʔã	bark	
Merdeka		114. Akar 	amut	root	
Merdeka		115. Biji 	kulʔũ	seed	
Merdeka		116. Bunga 	puhũ	flower	
Merdeka		117. Buah 	wuã	fruit	
Merdeka		118. Rumput 	kərəmət	grass	
Merdeka		119. Tanah 	tana	earth	
Merdeka		120. Batu 	wato	stone	
Merdeka		121. Pasir 	wəra	sand	
Merdeka		122. Air 	waʔi	water	
Merdeka		123. Membeku 	—	freeze	
Merdeka		124. Es 	—	ice	
Merdeka		125. Mengalir 	golo	flow	
Merdeka		126. Terapung 	bao	float	
Merdeka		127. Laut 	tahi	sea	
Merdeka		128. Garam 	siʔa	salt	
Merdeka		129. Danau 	walã	lake	
Merdeka		130. Sungai 	luŋu	river	
Merdeka		131. Gunung 	ile	mountain	
Merdeka		132. Hutan	bənewa	forest	
Merdeka		133. Langit 	kəlã	sky	
Merdeka		134. Matahari 	ləra	sun	
Merdeka		135. Bintang 	etəp	star	
Merdeka		136. Awan 	kowa	cloud	
Merdeka		137. Embun 	apũ	dew	
Merdeka		138. Hujan 	urã	rain	
Merdeka		139. Salju 	—	snow	
Merdeka		140. Angin 	aŋi	wind	
Merdeka		141. Bertiup 	puit	blow	
Merdeka		142. Panas 	pəlate	hot	
Merdeka		143. Dingin 	lətã	cold	
Merdeka		144. Kering 	marʔã	dry	
Merdeka		145. Basah 	nəmʔe	wet	
Merdeka		146. Rata 	lere	flat, smooth	
Merdeka		147. Berat 	bənaʔat	heavy	
Merdeka		148. Api 	ape	fire	
Merdeka		149. Membakar 	tuno	burn	
Merdeka		150. Asap 	nuhu	smoke	
Merdeka		151. Abu 	kawu	dust	
Merdeka		152. Hitam 	mitəm	black 	
Merdeka		153. Putih 	burʔa	white	
Merdeka		154. Merah 	meʔã	red	
Merdeka		155. Kuning 	kumhã	yellow	
Merdeka		156. Hijau 	pətaŋənə	green	
Merdeka		157. Kecil 	kesi	small	
Merdeka		158. Besar 	belã	big	
Merdeka		159. Pendek 	kəsʔu	short	
Merdeka		160. Panjang 	bəlahã	long	
Merdeka		161. Tipis 	bənipi	thin	
Merdeka		162. Tebal 	pənəŋe	thick	
Merdeka		163. Sempit 	kənipo	narrow	
Merdeka		164. Luas 	belã	wide	
Merdeka		165. Lurus 	murã	straight	
Merdeka		166. Tua 	magũ	old	
Merdeka		167. Baru 	wuʔũ	new	
Merdeka		168. Baik 	alusã	good	
Merdeka		169. Jelek	datã	bad	
Merdeka		170. Betul 	murã	right, correct	
Merdeka		171. Malam 	rəma	night	
Merdeka		172. Tahun 	tuŋ	year	
Merdeka		173. Hari 	ləro	day	
Merdeka		174. Bilamana 	ar-apira	when	
Merdeka		175. Di 	tə	in 	
Merdeka		176. Dalam 	bəlomã	inside	
Merdeka		177. Di sini 	təpi	here	
Merdeka		178. Di situ 	na wəli	there	
Merdeka		179. Ini 	niʔi	this	
Merdeka		180. Itu 	nəpe	that	
Merdeka		181. Dekat 	dahe	near	
Merdeka		182. Jauh 	doe	far	
Merdeka		183. Di mana 	təga	where	
Merdeka		184. Saya 	goʔe	1SG	
Merdeka		185. Engkau/ kamu 	moʔe	2SG;2PL	
Merdeka		186. Dia 	naʔe	3SG	
Merdeka		187. Kita 	tite	1PL.INC	
Merdeka		188. Kami 	kame	1PL.EXC	
Merdeka		189. Mereka 	raʔe	3PL	
Merdeka		190. Apa 	naʔã	what	
Merdeka		191. Siapa 	heku	who	
Merdeka		192. Lain	gehʔã	other	
Merdeka		193. Beberapa 	pira-pira	some	
Merdeka		194. Banyak 	ayã	many	
Merdeka		195. Sedikit 	uhe	few	
Merdeka		196. Semua 	wahakae	all	
Merdeka		197. Dan 	ko	and	ko, mo: different inflections
Merdeka		198. Dengan	ko	with	ko, mo: different inflections
Merdeka		199. Sebab 	pukã	because	
Merdeka		200. Jikalau 	kalu	if	
