language	lang_id	gloss	transcription	translation	comment
Tanjung		55. Wanita	inawae	woman	
Tanjung		56. Anak	ana	child	
Tanjung		57. Suami	lake	husband	
Tanjung		58. Isteri	kəwae	wife	
Tanjung		59. Ibu	əma	mother	
Tanjung		60. Bapak	bapa	father	
Tanjung		61. Kakak	kaka	older sibling	
Tanjung		62. Adik	adeʔ	younger sibling	
Tanjung		63. Nama	narã	name	
Tanjung		64. Bilang	mari	say	
Tanjung		65. Tali	tale	rope	
Tanjung		66. Mengikat 	pui	tie	
Tanjung		67. Menjahit 	dau	sew	
Tanjung		68. Pakaian 	alelolo	clothing	
Tanjung		69. Berburu	hewa	hunt	
Tanjung		70. Menembak 	pasak	shoot	
Tanjung		71. Menikam 	tubak	stab	
Tanjung		72. Bertinju 	sadok	fist	
Tanjung		73. berkelahi 	gəni	fight	
Tanjung		74. Membunuh 	belo	kill	
Tanjung		75. Mati 	mata	dead	
Tanjung		76. Hidup 	mori	alive	
Tanjung		77. Menggaruk 	ragu	scratch	
Tanjung		78. Memotong	belo	cut	
Tanjung		79. Batang 	pukə	stem	
Tanjung		80. Membelah 	tika	split	
Tanjung		81. Tajam 	dəkət	sharp	
Tanjung		82. Tumpul 	dat	blunt 	
Tanjung		83. Bekerja 	kəriã	work	
Tanjung		84. Bermain 	gənəku	play	
Tanjung		85. Menyanyi	ñañi	sing	
Tanjung		86. Menari 	soka	dance	
Tanjung		87. Bengkak	baʔa	swollen	
Tanjung		88. Memeras 	ikut	squeeze	
Tanjung		89. Memegang	pehe	hold	
Tanjung		90. Menggali 	gəli	dig	
Tanjung		91. Memberi 	nei	give	
Tanjung		92. Menarik	gehe	pull	
Tanjung		93. Mendorong 	odo	push	
Tanjung		94. Melempar 	dəka	throw	
Tanjung		95. Jatuh 	dəkak	fall	
Tanjung		96. Anjing 	aho	dog	
Tanjung		97. Burung 	kolõ	bird	
Tanjung		98. Telur 	təluk	egg	
Tanjung		99. Bulu 	rawuk	feather	
Tanjung		100. Sayap 	kəpiʔ	wing	
Tanjung		101. Terbang 	bəka	fly	
Tanjung		102. Binatang 	əwã	animal	
Tanjung		103. Daging 	ihik	meat	
Tanjung		104. Lemak 	worã	fat	
Tanjung		105. Ekor 	iku	tale	
Tanjung		106. Ular 	ulaʔ	snake	
Tanjung		107. Cacing 	kəbeŋə	worm	
Tanjung		108. Kutu 	kuto	louse	
Tanjung		109. Ikan 	ikã	fish	
Tanjung		110. Pohon 	kajo	tree	
Tanjung		111. Busuk 	wãu	rotten	
Tanjung		112. Daun 	lolo	leaf	
Tanjung		113. Kulit kayu	kayokamã	bark	
Tanjung		114. Akar 	ramut	root	
Tanjung		115. Biji 	kuluʔ	seed	
Tanjung		116. Bunga 	puhũ	flower	
Tanjung		117. Buah 	wua	fruit	
Tanjung		118. Rumput 	hokə̃	grass	
Tanjung		119. Tanah 	tana	earth	
Tanjung		120. Batu 	wato	stone	
Tanjung		121. Pasir 	wəra	sand	
Tanjung		122. Air 	wai	water	
Tanjung		123. Membeku 	—	freeze	
Tanjung		124. Es 	—	ice	
Tanjung		125. Mengalir 	ba	flow	
Tanjung		126. Terapung 	bao	float	
Tanjung		127. Laut 	tahik	sea	
Tanjung		128. Garam 	siʔa	salt	
Tanjung		129. Danau 	liwo	lake	
Tanjung		130. Sungai 	luŋu	river	
Tanjung		131. Gunung 	ile	mountain	
Tanjung		132. Hutan	duã	forest	
Tanjung		133. Langit 	kəlã	sky	
Tanjung		134. Matahari 	ləra	sun	
Tanjung		135. Bintang 	kətala	star	
Tanjung		136. Awan 	kowa	cloud	
Tanjung		137. Embun 	apu	dew	
Tanjung		138. Hujan 	urã	rain	
Tanjung		139. Salju 	—	snow	
Tanjung		140. Angin 	aŋi	wind	
Tanjung		141. Bertiup 	bu	blow	
Tanjung		142. Panas 	pəlate	hot	
Tanjung		143. Dingin 	gələtã	cold	
Tanjung		144. Kering 	mara	dry	
Tanjung		145. Basah 	dəma	wet	
Tanjung		146. Rata 	əbʔã	flat, smooth	
Tanjung		147. Berat 	baʔat	heavy	
Tanjung		148. Api 	ape	fire	
Tanjung		149. Membakar 	tuno	burn	
Tanjung		150. Asap 	nuhu	smoke	
Tanjung		151. Abu 	kəawuk	dust	
Tanjung		152. Hitam 	mitə	black 	
Tanjung		153. Putih 	buraʔ	white	
Tanjung		154. Merah 	meʔa	red	
Tanjung		155. Kuning 	kuma	yellow	
Tanjung		156. Hijau 	ijo	green	
Tanjung		157. Kecil 	kəni	small	
Tanjung		158. Besar 	belə	big	
Tanjung		159. Pendek 	ətu	short	
Tanjung		160. Panjang 	bəlaha	long	
Tanjung		161. Tipis 	nipi	thin	
Tanjung		162. Tebal 	bəsiʔ	thick	
Tanjung		163. Sempit 	tudək	narrow	
Tanjung		164. Luas 	belə	wide	
Tanjung		165. Lurus 	kəlo	straight	
Tanjung		166. Tua 	tənue	old	
Tanjung		167. Baru 	wuʔũ	new	
Tanjung		168. Baik 	mae	good	
Tanjung		169. Jelek	datã	bad	
Tanjung		170. Betul 	murə	right, correct	
Tanjung		171. Malam 	noko	night	
Tanjung		172. Tahun 	sũ	year	
Tanjung		173. Hari 	lərõ	day	
Tanjung		174. Bilamana 	arəmpira	when	
Tanjung		175. Di 	pi	in 	
Tanjung		176. Dalam 	onə	inside	
Tanjung		177. Di sini 	pia	here	
Tanjung		178. Di situ 	pəwəli	there	
Tanjung		179. Ini 	piʔĩ	this	
Tanjung		180. Itu 	peʔẽ	that	
Tanjung		181. Dekat 	dahe	near	
Tanjung		182. Jauh 	doa	far	
Tanjung		183. Di mana 	təgaʔe	where	
Tanjung		184. Saya 	go	1SG	
Tanjung		185. Engkau/ kamu 	mo	2SG;2PL	
Tanjung		185. Engkau/ kamu 	mio	2SG;2PL	
Tanjung		186. Dia 	naʔe	3SG	
Tanjung		187. Kita 	tite	1PL.INC	
Tanjung		188. Kami 	kame	1PL.EXC	
Tanjung		189. Mereka 	ra	3PL	
Tanjung		190. Apa 	a	what	
Tanjung		191. Siapa 	hege	who	
Tanjung		192. Lain	gehã	other	
Tanjung		193. Beberapa 	bopira	some	
Tanjung		194. Banyak 	ajã	many	
Tanjung		195. Sedikit 	kurã	few	
Tanjung		196. Semua 	wahak	all	
Tanjung		197. Dan 	noʔo	and	
Tanjung		198. Dengan	noʔo	with	
Tanjung		199. Sebab 	pukã	because	
Tanjung		200. Jikalau 	kalu	if	
