language	lang_id	gloss	transcription	translation	comment
Wuakerong		176. Dalam 	bəlome	inside	
Wuakerong		177. Di sini 	dəpi	here	
Wuakerong		178. Di situ 	dəpe	there	
Wuakerong		179. Ini 	nəpi	this	
Wuakerong		180. Itu 	nəpe	that	
Wuakerong		181. Dekat 	dahe	near	
Wuakerong		182. Jauh 	doɁe	far	
Wuakerong		183. Di mana 	dəga	where	
Wuakerong		184. Saya 	goɁe	1SG	
Wuakerong		185. Engkau/ kamu 	moɁe	2SG;2PL	
Wuakerong		185. Engkau/ kamu 	miɁo	2SG;2PL	
Wuakerong		186. Dia 	naɁe	3SG	
Wuakerong		187. Kita 	tite	1PL.INC	
Wuakerong		188. Kami 	kame	1PL.EXC	
Wuakerong		189. Mereka 	raɁe	3PL	
Wuakerong		190. Apa 	alaku	what	
Wuakerong		191. Siapa 	heku	who	
Wuakerong		192. Lain	gehak	other	
Wuakerong		193. Beberapa 	pira-pira	some	
Wuakerong		194. Banyak 	ajã	many	
Wuakerong		195. Sedikit 	usi	few	
Wuakerong		196. Semua 	wakae	all	
Wuakerong		197. Dan 	no	and	
Wuakerong		198. Dengan	no	with	
Wuakerong		199. Sebab 	puka	because	
Wuakerong		200. Jikalau 	kalu	if	
