language	lang_id	gloss	transcription	translation	comment
Watan	wata1250	52. Berdiri	deʔi	stand	
Watan	wata1250	53. Orang	atadikã	person	
Watan	wata1250	54. Laki-laki	bəlake	man	
Watan	wata1250	55. Wanita	bərkəwae	woman	
Watan	wata1250	56. Anak	ana	child	
Watan	wata1250	57. Suami	hã	husband	
Watan	wata1250	58. Isteri	hã	wife	
Watan	wata1250	59. Ibu	əma	mother	
Watan	wata1250	60. Bapak	bapa	father	
Watan	wata1250	61. Kakak	kaka	older sibling	
Watan	wata1250	62. Adik	arik	younger sibling	
Watan	wata1250	63. Nama	narã	name	
Watan	wata1250	64. Bilang	marĩ	say	
Watan	wata1250	65. Tali	taleʔ	rope	
Watan	wata1250	66. Mengikat 	wido	tie	
Watan	wata1250	67. Menjahit 	hau	sew	
Watan	wata1250	68. Pakaian 	alelolo	clothing	
Watan	wata1250	69. Berburu	batʔ	hunt	
Watan	wata1250	70. Menembak 	pasak	shoot	
Watan	wata1250	71. Menikam 	tubak	stab	
Watan	wata1250	72. Bertinju 	tubuk	fist	
Watan	wata1250	73. berkelahi 	pəwuno	fight	
Watan	wata1250	74. Membunuh 	belo	kill	
Watan	wata1250	75. Mati 	mata	dead	
Watan	wata1250	76. Hidup 	morʔĩ	alive	
Watan	wata1250	77. Menggaruk 	garu	scratch	
Watan	wata1250	78. Memotong	belo	cut	
Watan	wata1250	79. Batang 	pukã	stem	
Watan	wata1250	80. Membelah 	ləka	split	
Watan	wata1250	81. Tajam 	dəkət	sharp	
Watan	wata1250	82. Tumpul 	gã hala	blunt 	
Watan	wata1250	83. Bekerja 	kərja	work	
Watan	wata1250	84. Bermain 	gəlaha	play	
Watan	wata1250	85. Menyanyi	ñañi	sing	
Watan	wata1250	86. Menari 	soka	dance	
Watan	wata1250	87. Bengkak	baʔa	swollen	
Watan	wata1250	88. Memeras 	pərəs	squeeze	
Watan	wata1250	89. Memegang	pehẽ	hold	
Watan	wata1250	90. Menggali 	baʔe	dig	
Watan	wata1250	91. Memberi 	nei	give	
Watan	wata1250	92. Menarik	tubo	pull	
Watan	wata1250	93. Mendorong 	osõ	push	
Watan	wata1250	94. Melempar 	gahak	throw	
Watan	wata1250	95. Jatuh 	goka	fall	
Watan	wata1250	96. Anjing 	aho	dog	
Watan	wata1250	97. Burung 	manuk utã	bird	
Watan	wata1250	98. Telur 	təlʔũ	egg	
Watan	wata1250	99. Bulu 	rawuk	feather	
Watan	wata1250	100. Sayap 	kəpi	wing	
Watan	wata1250	101. Terbang 	bəka	fly	
Watan	wata1250	102. Binatang 	əwã	animal	
Watan	wata1250	103. Daging 	ihik	meat	
Watan	wata1250	104. Lemak 	worʔã	fat	
Watan	wata1250	105. Ekor 	ikũ	tale	
Watan	wata1250	106. Ular 	ulaʔ	snake	
Watan	wata1250	107. Cacing 	kəbeŋər	worm	
Watan	wata1250	108. Kutu 	kuto	louse	
Watan	wata1250	109. Ikan 	ikã	fish	
Watan	wata1250	110. Pohon 	kajo	tree	
Watan	wata1250	111. Busuk 	wãu	rotten	
Watan	wata1250	112. Daun 	lolo	leaf	
Watan	wata1250	113. Kulit kayu	karokaʔma	bark	
Watan	wata1250	114. Akar 	ramut	root	
Watan	wata1250	115. Biji 	kulʔũ	seed	
Watan	wata1250	116. Bunga 	puhũ	flower	
Watan	wata1250	117. Buah 	wuã	fruit	
Watan	wata1250	118. Rumput 	kədəku	grass	
Watan	wata1250	119. Tanah 	tana	earth	
Watan	wata1250	120. Batu 	wato	stone	
Watan	wata1250	121. Pasir 	wəra	sand	
Watan	wata1250	122. Air 	wai	water	
Watan	wata1250	123. Membeku 	—	freeze	
Watan	wata1250	124. Es 	—	ice	
Watan	wata1250	125. Mengalir 	ba’ʔ	flow	
Watan	wata1250	126. Terapung 	bao	float	
Watan	wata1250	127. Laut 	tahik	sea	
Watan	wata1250	128. Garam 	siʔa	salt	
Watan	wata1250	129. Danau 	liwo	lake	
Watan	wata1250	130. Sungai 	suŋe	river	
Watan	wata1250	131. Gunung 	ile	mountain	
Watan	wata1250	132. Hutan	rukʔã	forest	
Watan	wata1250	133. Langit 	kəlã	sky	
Watan	wata1250	134. Matahari 	rəra	sun	
Watan	wata1250	135. Bintang 	etəp	star	
Watan	wata1250	136. Awan 	kowa	cloud	
Watan	wata1250	137. Embun 	apũ	dew	
Watan	wata1250	138. Hujan 	urã	rain	
Watan	wata1250	139. Salju 	—	snow	
Watan	wata1250	140. Angin 	aŋi	wind	
Watan	wata1250	141. Bertiup 	dihẽ	blow	
Watan	wata1250	142. Panas 	pəlate	hot	
Watan	wata1250	143. Dingin 	gələtã	cold	
Watan	wata1250	144. Kering 	mara	dry	
Watan	wata1250	145. Basah 	nəmʔe	wet	
Watan	wata1250	146. Rata 	rata	flat, smooth	
Watan	wata1250	147. Berat 	baʔat	heavy	
Watan	wata1250	148. Api 	ape	fire	
Watan	wata1250	149. Membakar 	səru	burn	
Watan	wata1250	150. Asap 	nuhũ	smoke	
Watan	wata1250	151. Abu 	kəʔawuk	dust	
Watan	wata1250	152. Hitam 	mitã	black 	
Watan	wata1250	153. Putih 	burʔã	white	
Watan	wata1250	154. Merah 	meʔã	red	
Watan	wata1250	155. Kuning 	kumã	yellow	
Watan	wata1250	156. Hijau 	ijõ	green	
Watan	wata1250	157. Kecil 	kedi	small	
Watan	wata1250	158. Besar 	belʔã	big	
Watan	wata1250	159. Pendek 	kəsʔũ	short	
Watan	wata1250	160. Panjang 	bəlahã	long	
Watan	wata1250	161. Tipis 	mənipi	thin	
Watan	wata1250	162. Tebal 	pəwəre	thick	
Watan	wata1250	163. Sempit 	tudak	narrow	
Watan	wata1250	164. Luas 	longar	wide	
Watan	wata1250	165. Lurus 	kəloho	straight	
Watan	wata1250	166. Tua 	tənuʔe	old	
Watan	wata1250	167. Baru 	wuʔũ	new	
Watan	wata1250	168. Baik 	əre	good	
Watan	wata1250	169. Jelek	mədõʔ	bad	
Watan	wata1250	170. Betul 	murʔã	right, correct	
Watan	wata1250	171. Malam 	rəmã	night	
Watan	wata1250	172. Tahun 	tun	year	
Watan	wata1250	173. Hari 	rərõ	day	
Watan	wata1250	174. Bilamana 	ərəm pira	when	
Watan	wata1250	175. Di 	di	in 	
Watan	wata1250	176. Dalam 	onʔã	inside	
Watan	wata1250	177. Di sini 	dipi	here	
Watan	wata1250	178. Di situ 	pəwəli	there	
Watan	wata1250	179. Ini 	pi	this	
Watan	wata1250	180. Itu 	pe	that	
Watan	wata1250	181. Dekat 	dahe	near	
Watan	wata1250	182. Jauh 	doã	far	
Watan	wata1250	183. Di mana 	digaku	where	
Watan	wata1250	184. Saya 	goʔe	1SG	
Watan	wata1250	185. Engkau/ kamu 	mo	2SG;2PL	
Watan	wata1250	185. Engkau/ kamu 	mio	2SG;2PL	
Watan	wata1250	186. Dia 	naʔe	3SG	
Watan	wata1250	187. Kita 	tite	1PL.INC	
Watan	wata1250	188. Kami 	kame	1PL.EXC	
Watan	wata1250	189. Mereka 	raʔe	3PL	
Watan	wata1250	190. Apa 	aku	what	
Watan	wata1250	191. Siapa 	hege	who	
Watan	wata1250	192. Lain	ikər	other	
Watan	wata1250	193. Beberapa 	bopira	some	
Watan	wata1250	194. Banyak 	ajaʔ	many	
Watan	wata1250	195. Sedikit 	əsi	few	
Watan	wata1250	196. Semua 	wahaŋkae	all	
Watan	wata1250	197. Dan 	no’õ	and	
Watan	wata1250	198. Dengan	no’õ	with	
Watan	wata1250	199. Sebab 	pukã	because	
Watan	wata1250	200. Jikalau 	kalu	if	
