language	lang_id	gloss	transcription	translation	comment
Lewopenutu		129. Danau 	lifor	lake	
Lewopenutu		130. Sungai 	fai	river	
Lewopenutu		131. Gunung 	ile	mountain	
Lewopenutu		132. Hutan	ekamaŋan	forest	
Lewopenutu		133. Langit 	kələm	sky	
Lewopenutu		134. Matahari 	ləja	sun	
Lewopenutu		135. Bintang 	tonaru	star	
Lewopenutu		136. Awan 	kofaru	cloud	
Lewopenutu		137. Embun 	apu	dew	
Lewopenutu		138. Hujan 	ujan	rain	
Lewopenutu		139. Salju 	—	snow	
Lewopenutu		140. Angin 	aŋin	wind	
Lewopenutu		141. Bertiup 	təkə	blow	
Lewopenutu		142. Panas 	kati	hot	
Lewopenutu		143. Dingin 	ləkə	cold	
Lewopenutu		144. Kering 	maja	dry	
Lewopenutu		145. Basah 	həba	wet	
Lewopenutu		146. Rata 	lereken	flat, smooth	
Lewopenutu		147. Berat 	bəra	heavy	
Lewopenutu		148. Api 	aperu	fire	
Lewopenutu		149. Membakar 	papi	burn	
Lewopenutu		150. Asap 	negur	smoke	
Lewopenutu		151. Abu 	kafoku	dust	
Lewopenutu		152. Hitam 	mitəm	black 	
Lewopenutu		153. Putih 	buja	white	
Lewopenutu		154. Merah 	meranu	red	
Lewopenutu		155. Kuning 	kənumahan	yellow	
Lewopenutu		156. Hijau 	pətaŋən	green	
Lewopenutu		157. Kecil 	kəlurkən	small	
Lewopenutu		158. Besar 	duaŋən	big	
Lewopenutu		159. Pendek 	pəjokən	short	
Lewopenutu		160. Panjang 	lafa	long	
Lewopenutu		161. Tipis 	mipi	thin	
Lewopenutu		162. Tebal 	pəŋe	thick	
Lewopenutu		163. Sempit 	hipe	narrow	
Lewopenutu		164. Luas 	pelafatən	wide	
Lewopenutu		165. Lurus 	mulurən	straight	
Lewopenutu		166. Tua 	tənərahən	old	
Lewopenutu		167. Baru 	fərun	new	
Lewopenutu		168. Baik 	məla	good	
Lewopenutu		169. Jelek	məkənən	bad	
Lewopenutu		170. Betul 	nara moi	right, correct	
Lewopenutu		171. Malam 	buk	night	
Lewopenutu		172. Tahun 	tun	year	
Lewopenutu		173. Hari 	ləjonən	day	
Lewopenutu		174. Bilamana 	jəmpira	when	
Lewopenutu		175. Di 	je	in 	
Lewopenutu		176. Dalam 	gom	inside	
Lewopenutu		177. Di sini 	kətəri	here	
Lewopenutu		178. Di situ 	kətəre	there	
Lewopenutu		179. Ini 	nakri	this	
Lewopenutu		180. Itu 	nakre	that	
Lewopenutu		181. Dekat 	dae	near	
Lewopenutu		182. Jauh 	doa	far	
Lewopenutu		183. Di mana 	kətega	where	
Lewopenutu		184. Saya 	go	1SG	
Lewopenutu		185. Engkau/ kamu 	mo	2SG;2PL	
Lewopenutu		185. Engkau/ kamu 	mio	2SG;2PL	
Lewopenutu		186. Dia 	na	3SG	
Lewopenutu		187. Kita 	tite	1PL.INC	
Lewopenutu		188. Kami 	kame	1PL.EXC	
Lewopenutu		189. Mereka 	daro	3PL	
Lewopenutu		190. Apa 	kapa	what	
Lewopenutu		191. Siapa 	kena	who	
Lewopenutu		192. Lain	gehak	other	
Lewopenutu		193. Beberapa 	bopira	some	
Lewopenutu		194. Banyak 	rai	many	
Lewopenutu		195. Sedikit 	kənakofai	few	
Lewopenutu		196. Semua 	pua	all	
Lewopenutu		197. Dan 	no	and	
Lewopenutu		198. Dengan	no	with	
Lewopenutu		199. Sebab 	pukã	because	
Lewopenutu		200. Jikalau 	kalu	if	
