language	lang_id	gloss	transcription	translation	comment
Lamatuka	lama1279	132. Hutan	musʔã	forest	
Lamatuka	lama1279	133. Langit 	əle	sky	
Lamatuka	lama1279	134. Matahari 	luwa	sun	
Lamatuka	lama1279	135. Bintang 	malã	star	
Lamatuka	lama1279	136. Awan 	ʔowa	cloud	
Lamatuka	lama1279	137. Embun 	apũ	dew	
Lamatuka	lama1279	138. Hujan 	urã	rain	
Lamatuka	lama1279	139. Salju 	—	snow	
Lamatuka	lama1279	140. Angin 	aŋi	wind	
Lamatuka	lama1279	141. Bertiup 	pu	blow	
Lamatuka	lama1279	142. Panas 	pati	hot	
Lamatuka	lama1279	143. Dingin 	lətha	cold	
Lamatuka	lama1279	144. Kering 	marʔã	dry	
Lamatuka	lama1279	145. Basah 	weĩ	wet	
Lamatuka	lama1279	146. Rata 	lerʔẽ	flat, smooth	
Lamatuka	lama1279	147. Berat 	bəra	heavy	
Lamatuka	lama1279	148. Api 	ape	fire	
Lamatuka	lama1279	149. Membakar 	daʔe	burn	
Lamatuka	lama1279	150. Asap 	nuhẽ	smoke	
Lamatuka	lama1279	151. Abu 	oʔɔ	dust	
Lamatuka	lama1279	152. Hitam 	mitəwã	black 	
Lamatuka	lama1279	153. Putih 	burʔã	white	
Lamatuka	lama1279	154. Merah 	meã	red	
Lamatuka	lama1279	155. Kuning 	uməhã	yellow	
Lamatuka	lama1279	156. Hijau 	taŋenə	green	
Lamatuka	lama1279	157. Kecil 	kanaʔã	small	
Lamatuka	lama1279	158. Besar 	bəlaʔã	big	
Lamatuka	lama1279	159. Pendek 	waʔã	short	
Lamatuka	lama1279	160. Panjang 	doʔã	long	
Lamatuka	lama1279	161. Tipis 	mipihi	thin	
Lamatuka	lama1279	162. Tebal 	prəwa	thick	
Lamatuka	lama1279	163. Sempit 	uhu	narrow	
Lamatuka	lama1279	164. Luas 	pəloʔe	wide	
Lamatuka	lama1279	165. Lurus 	mulũlũ	straight	
Lamatuka	lama1279	166. Tua 	magũ	old	
Lamatuka	lama1279	167. Baru 	wərũ	new	
Lamatuka	lama1279	168. Baik 	bəliʔa	good	
Lamatuka	lama1279	169. Jelek	datʔẽ	bad	
Lamatuka	lama1279	170. Betul 	toʔa	right, correct	
Lamatuka	lama1279	171. Malam 	rəma	night	
Lamatuka	lama1279	172. Tahun 	tũ	year	
Lamatuka	lama1279	173. Hari 	ləro	day	
Lamatuka	lama1279	174. Bilamana 	arapirə	when	
Lamatuka	lama1279	175. Di 	tubə	in 	
Lamatuka	lama1279	176. Dalam 	huʔa	inside	
Lamatuka	lama1279	177. Di sini 	dabi	here	
Lamatuka	lama1279	178. Di situ 	dabe	there	
Lamatuka	lama1279	179. Ini 	noni	this	
Lamatuka	lama1279	180. Itu 	nəbe	that	
Lamatuka	lama1279	181. Dekat 	dahe	near	
Lamatuka	lama1279	182. Jauh 	doə	far	
Lamatuka	lama1279	183. Di mana 	nəgaʔe	where	
Lamatuka	lama1279	184. Saya 	goʔe	1SG	
Lamatuka	lama1279	185. Engkau/ kamu 	moʔe	2SG;2PL	
Lamatuka	lama1279	186. Dia 	noʔe	3SG	
Lamatuka	lama1279	187. Kita 	gite	1PL.INC	
Lamatuka	lama1279	188. Kami 	ame	1PL.EXC	
Lamatuka	lama1279	189. Mereka 	roʔe	3PL	
Lamatuka	lama1279	190. Apa 	naʔa	what	
Lamatuka	lama1279	191. Siapa 	he	who	
Lamatuka	lama1279	192. Lain	gehʔã	other	
Lamatuka	lama1279	193. Beberapa 	pirəpirə	some	
Lamatuka	lama1279	194. Banyak 	wəda	many	
Lamatuka	lama1279	195. Sedikit 	ərahue	few	
Lamatuka	lama1279	196. Semua 	rowao	all	
Lamatuka	lama1279	197. Dan 	ʔo, mo	and	
Lamatuka	lama1279	198. Dengan	ʔo, mo	with	
Lamatuka	lama1279	199. Sebab 	puʔẽ	because	
Lamatuka	lama1279	200. Jikalau 	kalu	if	
