Feature_ID	Language_ID	Value	English	Language name (-dialect)	Family	Region	Comment	Alignment	Cognate Set	Source	Loan	Reference
31.0	sout2896-lerek	ˈroboŋ; ˈvuok	hole	Lerek Lamaholot	Austronesian	8Lembata		ˈr o b o ŋ -	8134.0			
32.0	sout2896-lerek	ˈwator	stone	Lerek Lamaholot	Austronesian	8Lembata		ˈw a t o r	210.0			
33.0	sout2896-lerek	wat uˈhor	coral (rock)	Lerek Lamaholot	Austronesian	8Lembata		w a t - _ - u ˈh o r	9181.0			
34.0	sout2896-lerek	ˈuhor	(coral) reef	Lerek Lamaholot	Austronesian	8Lembata		- ˈu h o r	9021.0			
35.0	sout2896-lerek	waer	water (fresh)	Lerek Lamaholot	Austronesian	8Lembata		w a e r	577.0			
36.0	sout2896-lerek	ˈlojor	sea; sea water	Lerek Lamaholot	Austronesian	8Lembata		ˈl o j o r	9864.0			
37.0	sout2896-lerek	ˈknolhan	wave	Lerek Lamaholot	Austronesian	8Lembata		ˈk n o lh a n - - -	2813.0			
38.0	sout2896-lerek	ˈwudʒ͡an	foam	Lerek Lamaholot	Austronesian	8Lembata		ˈw u dʒ͡a n	10020.0			
39.0	sout2896-lerek	ˈknovot	forest	Lerek Lamaholot	Austronesian	8Lembata		ˈk n o v o t	9991.0			
40.0	sout2896-lerek	ˈkurum oˈran	field	Lerek Lamaholot	Austronesian	8Lembata		ˈk u r u m _ o ˈr a n	10028.0			
41.0	sout2896-lerek	-	island	Lerek Lamaholot	Austronesian	8Lembata						
42.0	sout2896-lerek	-	rice field	Lerek Lamaholot	Austronesian	8Lembata						
43.0	sout2896-lerek	ˈoleŋ	garden	Lerek Lamaholot	Austronesian	8Lembata		ˈo l e ŋ	1210.0			
44.0	sout2896-lerek	ˈnihar	fence	Lerek Lamaholot	Austronesian	8Lembata		ˈn i h a r	9169.0			
45.0	sout2896-lerek	ˈlalan	road; path; way	Lerek Lamaholot	Austronesian	8Lembata		ˈl a l a n	5943.0			
46.0	sout2896-lerek	ˈtenar; bəˈruaŋ	canoe	Lerek Lamaholot	Austronesian	8Lembata		- - ˈt e n a r	5.0			
47.0	sout2896-lerek	ˈlajar	sail (n.)	Lerek Lamaholot	Austronesian	8Lembata		ˈl a j - a r	4242.0			
48.0	sout2896-lerek	ˈbua ˈlaja	to sail	Lerek Lamaholot	Austronesian	8Lembata		ˈb u a _ ˈl a j a	9968.0			
49.0	sout2896-lerek	ˈkavil	fishing hook	Lerek Lamaholot	Austronesian	8Lembata		ˈk a v i l -	1422.0			
50.0	sout2896-lerek	ˈpukat	fish trap	Lerek Lamaholot	Austronesian	8Lembata		ˈp u k a t	9807.0			
51.0	sout2896-lerek	vəˈdək	rope	Lerek Lamaholot	Austronesian	8Lembata		v ə ˈd ə k	10051.0			
52.0	sout2896-lerek	ˈpeda	machete	Lerek Lamaholot	Austronesian	8Lembata		- - ˈp e d a -	41.0			
53.0	sout2896-lerek	ˈbadoŋ	axe	Lerek Lamaholot	Austronesian	8Lembata		ˈb a d o ŋ	9961.0			
54.0	sout2896-lerek	ˈɡalar	spear	Lerek Lamaholot	Austronesian	8Lembata		ˈɡ a l a r	9893.0			
55.0	sout2896-lerek	bəˈlebar	burden stick	Lerek Lamaholot	Austronesian	8Lembata		b ə ˈl e b a r	8697.0			
56.0	sout2896-lerek	ˈnodok	stick; pole	Lerek Lamaholot	Austronesian	8Lembata		ˈn o d o k	2676.0			
57.0	sout2896-lerek	hənoˈkar	digging stick	Lerek Lamaholot	Austronesian	8Lembata		h ə n o ˈk a r	9779.0			
58.0	sout2896-lerek	ˈuan	dibble stick	Lerek Lamaholot	Austronesian	8Lembata		ˈu a n	9781.0			
59.0	sout2896-lerek	ˈuvor	bow	Lerek Lamaholot	Austronesian	8Lembata		- ˈu v o r	8953.0			
60.0	sout2896-lerek	ˈhupəl; ˈəmat	arrow	Lerek Lamaholot	Austronesian	8Lembata		ˈh u p ə l	9207.0			
61.0	sout2896-lerek	ˈɡerut	knife	Lerek Lamaholot	Austronesian	8Lembata		ˈɡ e r u t	6705.0			
62.0	sout2896-lerek	ˈkirer	comb	Lerek Lamaholot	Austronesian	8Lembata		ˈk i - r e r -	89.0			
63.0	sout2896-lerek	ˈohan	mat	Lerek Lamaholot	Austronesian	8Lembata		ˈo h a n	9048.0			
64.0	sout2896-lerek	ˈluhir	needle	Lerek Lamaholot	Austronesian	8Lembata		ˈl u h i r	9186.0			
65.0	sout2896-lerek	ˈale ˈlolo	clothing	Lerek Lamaholot	Austronesian	8Lembata		ˈa l e _ ˈl o l o	9777.0			
65.0	sout2896-lerek	ˈale ˈlolo	clothing	Lerek Lamaholot	Austronesian	8Lembata		ˈa l e _ ˈl o l o	9777.0			
67.0	sout2896-lerek	ˈaper	fire	Lerek Lamaholot	Austronesian	8Lembata		- ˈa p e r	38.0			
68.0	sout2896-lerek	ap ˈnunan	smoke	Lerek Lamaholot	Austronesian	8Lembata		a p - _ ˈn u n a n	205.0			
70.0	sout2896-lerek	ˈəmut	dust; fine earth	Lerek Lamaholot	Austronesian	8Lembata		- ˈə m u t	9409.0			
71.0	sout2896-lerek	ˈkavok	fireplace ash	Lerek Lamaholot	Austronesian	8Lembata		ˈk a - - v o k	8649.0			
71.0	sout2896-lerek	ˈkavok	fireplace ash	Lerek Lamaholot	Austronesian	8Lembata		ˈk a - - v o k	8649.0			
72.0	sout2896-lerek	ˈwalaŋ	mud	Lerek Lamaholot	Austronesian	8Lembata		ˈw a l a ŋ -	2741.0			
73.0	sout2896-lerek	ˈanei kəˈlubaŋ	clay	Lerek Lamaholot	Austronesian	8Lembata		ˈa n e i _ k ə ˈl u b a ŋ	10039.0			
74.0	sout2896-lerek	ˈvurek	gravel	Lerek Lamaholot	Austronesian	8Lembata		ˈv u r e k -	9818.0			
75.0	sout2896-lerek	ˈbotan	sand	Lerek Lamaholot	Austronesian	8Lembata		ˈb o t a n	198.0			
76.0	sout2896-lerek	ˈmevau	grass; brush	Lerek Lamaholot	Austronesian	8Lembata		ˈm e v a u	8223.0			
77.0	sout2896-lerek	ˈunan	house	Lerek Lamaholot	Austronesian	8Lembata		ˈu n a n	9897.0			
78.0	sout2896-lerek	ˈuna ˈrajan	traditional house	Lerek Lamaholot	Austronesian	8Lembata		ˈu n a _ ˈr a j a n	10017.0			
79.0	sout2896-lerek	ˈwetak	barn; storage house	Lerek Lamaholot	Austronesian	8Lembata		ˈw e t a k	9802.0			
80.0	sout2896-lerek	kəˈnepiŋ	raised platform	Lerek Lamaholot	Austronesian	8Lembata		k ə ˈn e p i ŋ	10005.0			
81.0	sout2896-lerek	kəˈnaver	door	Lerek Lamaholot	Austronesian	8Lembata		k ə ˈn a v e r	9783.0			
81.0	sout2896-lerek	ˈknaver	door	Lerek Lamaholot	Austronesian	8Lembata		ˈk - n a v e r	9783.0			
82.0	sout2896-lerek	ˈnakar	(thatch) roof	Lerek Lamaholot	Austronesian	8Lembata		ˈn a k a r	8589.0			
83.0	sout2896-lerek	ˈrear	roof thatch	Lerek Lamaholot	Austronesian	8Lembata		ˈr e a r	6581.0			
84.0	sout2896-lerek	ˈkajor	tree	Lerek Lamaholot	Austronesian	8Lembata		ˈk a j o r	9944.0			
85.0	sout2896-lerek	kaj ˈtavan	wood	Lerek Lamaholot	Austronesian	8Lembata		k a j _ ˈt a v a n	625.0			
86.0	sout2896-lerek	kaj ˈkamək	bark (of tree)	Lerek Lamaholot	Austronesian	8Lembata		k a j - _ ˈk a m ə k	80.0			
87.0	sout2896-lerek	ˈlolon	leaf	Lerek Lamaholot	Austronesian	8Lembata		ˈl o l o n	132.0			
88.0	sout2896-lerek	ˈviɡit	branch	Lerek Lamaholot	Austronesian	8Lembata		ˈv i ɡ i t	9816.0			
89.0	sout2896-lerek	kaj ˈapi	firewood	Lerek Lamaholot	Austronesian	8Lembata		k a j _ ˈa p i	10015.0			
90.0	sout2896-lerek	ˈuar	rattan	Lerek Lamaholot	Austronesian	8Lembata		ˈu a r	10013.0			
91.0	sout2896-lerek	ˈramut	root	Lerek Lamaholot	Austronesian	8Lembata		- - - - ˈr a m u t	228.0			
92.0	sout2896-lerek	ˈvuak	fruit	Lerek Lamaholot	Austronesian	8Lembata		ˈv u a k	9753.0			
93.0	sout2896-lerek	ˈriuk	seed	Lerek Lamaholot	Austronesian	8Lembata		ˈr i u k	9853.0			
94.0	sout2896-lerek	ˈkəluok	grain; cereal	Lerek Lamaholot	Austronesian	8Lembata		ˈk ə l u o k	10033.0			
96.0	sout2896-lerek	kəˈluok; kəˈluok ˈnalatən	husked rice; uncooked rice	Lerek Lamaholot	Austronesian	8Lembata		k ə ˈl u o k	1450.0			
97.0	sout2896-lerek	kəˈluok ˈvuliran	rice grains (unhusked) (raw from field)	Lerek Lamaholot	Austronesian	8Lembata		k ə ˈl u o k _ ˈv u l i r a n	10057.0			
98.0	sout2896-lerek	kəˈniker	cooked rice	Lerek Lamaholot	Austronesian	8Lembata		k ə ˈn i k e r	150.0			
99.0	sout2896-lerek	kəˈluok kaˈmak	rice plant	Lerek Lamaholot	Austronesian	8Lembata		k ə ˈl u o k _ k a ˈm a k	10056.0			
100.0	sout2896-lerek	ˈmula ˈhurar	to plant (yam)	Lerek Lamaholot	Austronesian	8Lembata		ˈm u l a _ ˈh u r a r	9973.0			
101.0	sout2896-lerek	ˈmula kəˈluok	to plant (rice)	Lerek Lamaholot	Austronesian	8Lembata		ˈm u l a _ k ə ˈl u o k	7760.0			
102.0	sout2896-lerek	ˈkleruk	betel nut; areca	Lerek Lamaholot	Austronesian	8Lembata		ˈk l e r u k	8315.0			
103.0	sout2896-lerek	ˈmalor	betel vine	Lerek Lamaholot	Austronesian	8Lembata		ˈm a l o r	197.0			
104.0	sout2896-lerek	ˈapur	lime	Lerek Lamaholot	Austronesian	8Lembata		- ˈa p u r -	469.0			
105.0	sout2896-lerek	ɡa ˈkleruk	chew betel	Lerek Lamaholot	Austronesian	8Lembata		ɡ a _ ˈk - l e r u k	9810.0			
106.0	sout2896-lerek	ˈhure ˈdʒ͡avan	sweet potato	Lerek Lamaholot	Austronesian	8Lembata		ˈh u r e _ - - ˈdʒ͡a v a n	224.0			
107.0	sout2896-lerek	ˈhure ˈkajor	cassava	Lerek Lamaholot	Austronesian	8Lembata		ˈh u r e _ ˈk a j o r	9813.0			
108.0	sout2896-lerek	keˈvok	taro	Lerek Lamaholot	Austronesian	8Lembata		k e ˈv o k	7210.0			
109.0	sout2896-lerek	-	sago	Lerek Lamaholot	Austronesian	8Lembata						
110.0	sout2896-lerek	ˈvətəm	millet	Lerek Lamaholot	Austronesian	8Lembata		ˈv ə t ə m	9929.0			
111.0	sout2896-lerek	təˈvor	sugarcane	Lerek Lamaholot	Austronesian	8Lembata		t ə ˈv o r	6894.0			
112.0	sout2896-lerek	ˈkəvaror	corn; maize	Lerek Lamaholot	Austronesian	8Lembata		ˈk ə v a r o r	9770.0			
113.0	sout2896-lerek	kəbaˈkut	cooked corn	Lerek Lamaholot	Austronesian	8Lembata		k ə b a ˈk u t -	9768.0			
114.0	sout2896-lerek	ˈtapor	coconut	Lerek Lamaholot	Austronesian	8Lembata		ˈt a p o r	9776.0			
115.0	sout2896-lerek	ˈkətəbuk	gwang	Lerek Lamaholot	Austronesian	8Lembata		- ˈk ə t ə b u k	1184.0			
116.0	sout2896-lerek	koˈler	lontar palm	Lerek Lamaholot	Austronesian	8Lembata		- - - k - o ˈl e r	2751.0			
117.0	sout2896-lerek	ˈkebol	sugar palm	Lerek Lamaholot	Austronesian	8Lembata		ˈk e b o l	5385.0			
118.0	sout2896-lerek	ˈmotoŋ	marungga	Lerek Lamaholot	Austronesian	8Lembata		ˈm o t o - - ŋ -	1269.0			
119.0	sout2896-lerek	ˈpukei	gum tree; eucalyptus	Lerek Lamaholot	Austronesian	8Lembata		ˈp u k e i -	4516.0			
120.0	sout2896-lerek	ˈure	bamboo	Lerek Lamaholot	Austronesian	8Lembata		ˈu r e -	9746.0			
121.0	sout2896-lerek	ˈmukor	banana	Lerek Lamaholot	Austronesian	8Lembata		ˈm u k - o r	7647.0			
122.0	sout2896-lerek	ˈpaor	mango	Lerek Lamaholot	Austronesian	8Lembata		ˈp a - o r	483.0			
123.0	sout2896-lerek	paˈjam	papaya	Lerek Lamaholot	Austronesian	8Lembata		p a ˈj a m	10010.0			
124.0	sout2896-lerek	kəˈwerak	jackfruit	Lerek Lamaholot	Austronesian	8Lembata		k ə ˈw e r a - k	1465.0			
125.0	sout2896-lerek	ˈkunur	breadfruit	Lerek Lamaholot	Austronesian	8Lembata		ˈk u n - u r	890.0			
126.0	sout2896-lerek	ˈutan	bean	Lerek Lamaholot	Austronesian	8Lembata		- ˈu t a n	3141.0			
127.0	sout2896-lerek	ˈbliwo	honey	Lerek Lamaholot	Austronesian	8Lembata		ˈb l i w o	10007.0			
128.0	sout2896-lerek	ˈsusu	milk	Lerek Lamaholot	Austronesian	8Lembata		ˈs u s - - u -	37.0			
129.0	sout2896-lerek	iˈrar	salt	Lerek Lamaholot	Austronesian	8Lembata		- i ˈr a r -	274.0			
130.0	sout2896-lerek	woˈjak	fat	Lerek Lamaholot	Austronesian	8Lembata		w o ˈj a k	10014.0			
131.0	sout2896-lerek	eˈlam	flesh; meat	Lerek Lamaholot	Austronesian	8Lembata		- e ˈl a m	5775.0			
132.0	sout2896-lerek	ˈriuk	bone	Lerek Lamaholot	Austronesian	8Lembata		ˈr i - u k	6459.0			
133.0	sout2896-lerek	hake riuk	rib	Lerek Lamaholot	Austronesian	8Lembata		h a k e _ r i u k	10030.0			
134.0	sout2896-lerek	kərəˈwun	sweat	Lerek Lamaholot	Austronesian	8Lembata		k ə r ə ˈw u n	9071.0			
135.0	sout2896-lerek	mat waer	tear	Lerek Lamaholot	Austronesian	8Lembata		m a t - _ w a e r	7067.0			
136.0	sout2896-lerek	həˈmei	blood	Lerek Lamaholot	Austronesian	8Lembata		h ə ˈm e i -	8811.0			
138.0	sout2896-lerek	puon	heart	Lerek Lamaholot	Austronesian	8Lembata		p u o n	6377.0			
139.0	sout2896-lerek	orən	liver	Lerek Lamaholot	Austronesian	8Lembata		o r ə n	8074.0			
140.0	sout2896-lerek	keˈɡer	kidney	Lerek Lamaholot	Austronesian	8Lembata		k e ˈɡ e r	9899.0			
141.0	sout2896-lerek	kəbotin	guts	Lerek Lamaholot	Austronesian	8Lembata		k ə b o t i n	1700.0			
142.0	sout2896-lerek	taer	excrement	Lerek Lamaholot	Austronesian	8Lembata		t a e r	5250.0			
143.0	sout2896-lerek	ˈore wuˈdʒ͡an	lungs	Lerek Lamaholot	Austronesian	8Lembata		ˈo r e _ w u ˈdʒ͡a n	10016.0			
144.0	sout2896-lerek	kəboˈtin	stomach; belly	Lerek Lamaholot	Austronesian	8Lembata		k ə b o ˈt i n	9613.0			
145.0	sout2896-lerek	uˈlu	head	Lerek Lamaholot	Austronesian	8Lembata		- u ˈl u -	3595.0			
146.0	sout2896-lerek	laˈtar	hair	Lerek Lamaholot	Austronesian	8Lembata		l a ˈt a r	125.0			
147.0	sout2896-lerek	riˈau	body hair	Lerek Lamaholot	Austronesian	8Lembata		r i ˈa u	9975.0			
148.0	sout2896-lerek	maˈta	eye	Lerek Lamaholot	Austronesian	8Lembata		- - - m a ˈt a -	53.0			
149.0	sout2896-lerek	kiˈŋa	ear	Lerek Lamaholot	Austronesian	8Lembata		k i ˈŋ a	9789.0			
150.0	sout2896-lerek	niˈdʒ͡u	nose	Lerek Lamaholot	Austronesian	8Lembata		n i ˈdʒ͡u -	9827.0			
151.0	sout2896-lerek	nuˈhə	mouth	Lerek Lamaholot	Austronesian	8Lembata		n u ˈh ə	8313.0			
152.0	sout2896-lerek	ɡəˈrimə	chin	Lerek Lamaholot	Austronesian	8Lembata		ɡ ə ˈr i m ə	9774.0			
153.0	sout2896-lerek	ˈnuhə ləˈrit	lips	Lerek Lamaholot	Austronesian	8Lembata		ˈn u h ə _ l ə ˈr i t	8067.0			
154.0	sout2896-lerek	pəi	teeth	Lerek Lamaholot	Austronesian	8Lembata		p ə i	9828.0			
155.0	sout2896-lerek	eˈwel	tongue	Lerek Lamaholot	Austronesian	8Lembata		- e ˈw e l - - -	35.0			
156.0	sout2896-lerek	ˈwule	neck	Lerek Lamaholot	Austronesian	8Lembata		ˈw u l - e -	65.0			
157.0	sout2896-lerek	ˈkwalek	shoulder	Lerek Lamaholot	Austronesian	8Lembata		ˈkw - a l e k	5843.0			
158.0	sout2896-lerek	naˈwak	body	Lerek Lamaholot	Austronesian	8Lembata		n a ˈw a k	8838.0			
159.0	sout2896-lerek	kəniˈto	forehead	Lerek Lamaholot	Austronesian	8Lembata		k ə n i ˈt o	9750.0			
160.0	sout2896-lerek	nidʒ͡u roˈboŋ	nostril	Lerek Lamaholot	Austronesian	8Lembata		n i dʒ͡u _ r o ˈb o ŋ	9988.0			
161.0	sout2896-lerek	nidʒ͡u koˈtol	mucus	Lerek Lamaholot	Austronesian	8Lembata		n i dʒ͡u - _ k o ˈt o l	9840.0			
162.0	sout2896-lerek	kliˈpi	cheek	Lerek Lamaholot	Austronesian	8Lembata		k l i ˈp i	9950.0			
163.0	sout2896-lerek	liˈma	arm	Lerek Lamaholot	Austronesian	8Lembata		l i ˈm - - - - a -	8612.0			
164.0	sout2896-lerek	liˈma	hand	Lerek Lamaholot	Austronesian	8Lembata		l i ˈm a -	105.0			
165.0	sout2896-lerek	liˈma koˈnok	palm of hand	Lerek Lamaholot	Austronesian	8Lembata		l i ˈm a _ k o ˈn o k	9118.0			
166.0	sout2896-lerek	kiˈkil	finger	Lerek Lamaholot	Austronesian	8Lembata		k i - ˈk i l	7931.0			
167.0	sout2896-lerek	kaˈtau	fingernail	Lerek Lamaholot	Austronesian	8Lembata		k a ˈt a - - u -	4369.0			
168.0	sout2896-lerek	tuˈhor	breast	Lerek Lamaholot	Austronesian	8Lembata		t u ˈh o r	4580.0			
169.0	sout2896-lerek	koˈrok	chest	Lerek Lamaholot	Austronesian	8Lembata		k o ˈr o k	9811.0			
170.0	sout2896-lerek	kəpuˈhər	navel	Lerek Lamaholot	Austronesian	8Lembata		- - k ə p u ˈh ə r	15.0			
171.0	sout2896-lerek	uˈti	penis	Lerek Lamaholot	Austronesian	8Lembata		- u ˈt i	9473.0			
172.0	sout2896-lerek	puˈki	vagina	Lerek Lamaholot	Austronesian	8Lembata		p u ˈk i	9998.0			
173.0	sout2896-lerek	ˈleke ˈteluk	testicles	Lerek Lamaholot	Austronesian	8Lembata		ˈl e k e _ ˈt e l u k	9947.0			
174.0	sout2896-lerek	li	leg	Lerek Lamaholot	Austronesian	8Lembata		l i - -	134.0			
175.0	sout2896-lerek	li	foot	Lerek Lamaholot	Austronesian	8Lembata		l i - - - - - - - - - -	8914.0			
176.0	sout2896-lerek	ˈudəm	heel of foot	Lerek Lamaholot	Austronesian	8Lembata		ˈu d ə m	10054.0			
177.0	sout2896-lerek	əˈpak	sole of foot	Lerek Lamaholot	Austronesian	8Lembata		- - - - - ə ˈp a k	9159.0			
178.0	sout2896-lerek	loˈtor	knee	Lerek Lamaholot	Austronesian	8Lembata		l o - ˈt o r	6863.0			
179.0	sout2896-lerek	wuˈhuk	back	Lerek Lamaholot	Austronesian	8Lembata		w u ˈh u k	1168.0			
180.0	sout2896-lerek	wuˈhuk kaˈjuŋ	spine; lower back	Lerek Lamaholot	Austronesian	8Lembata		w u ˈh u k _ k a ˈj u ŋ	10043.0			
181.0	sout2896-lerek	ˈale	waist	Lerek Lamaholot	Austronesian	8Lembata		- ˈa l e -	7831.0			
182.0	sout2896-lerek	kaˈmak	skin	Lerek Lamaholot	Austronesian	8Lembata		k a ˈm a k	233.0			
183.0	sout2896-lerek	ɡaˈjak	sore; wound	Lerek Lamaholot	Austronesian	8Lembata		ɡ a ˈj a k	6827.0			
184.0	sout2896-lerek	wəˈner	ringworm	Lerek Lamaholot	Austronesian	8Lembata		w ə ˈn e r -	2917.0			
185.0	sout2896-lerek	kəpuˈrok	scabies	Lerek Lamaholot	Austronesian	8Lembata		k ə p u ˈr o - k	4912.0			
186.0	sout2896-lerek	bəroŋ	tinea	Lerek Lamaholot	Austronesian	8Lembata		b ə r o ŋ - -	3704.0			
187.0	sout2896-lerek	puˈjuk	feverish	Lerek Lamaholot	Austronesian	8Lembata		p u ˈj u k	10029.0			
188.0	sout2896-lerek	?	conjunctivitis	Lerek Lamaholot	Austronesian	8Lembata						
189.0	sout2896-lerek	niˈdʒ͡or	cold; influenza	Lerek Lamaholot	Austronesian	8Lembata		n i ˈdʒ͡o r - -	9765.0			
190.0	sout2896-lerek	ata dikən	person	Lerek Lamaholot	Austronesian	8Lembata		a t a _ d i k ə n	9876.0			
191.0	sout2896-lerek	ˈnajan	name	Lerek Lamaholot	Austronesian	8Lembata		ˈn a j a n	172.0			
192.0	sout2896-lerek	anaˈkən	child	Lerek Lamaholot	Austronesian	8Lembata		a n a - ˈk ə n -	6425.0			
193.0	sout2896-lerek	laˈkin	man	Lerek Lamaholot	Austronesian	8Lembata		- - l a ˈk i n	25.0			
194.0	sout2896-lerek	ronen	woman	Lerek Lamaholot	Austronesian	8Lembata		r o n e n	7905.0			
195.0	sout2896-lerek	lakin	husband	Lerek Lamaholot	Austronesian	8Lembata		- - l a k i n	157.0			
196.0	sout2896-lerek	kəweinan	wife	Lerek Lamaholot	Austronesian	8Lembata		k ə w e i n a n	6462.0			
197.0	sout2896-lerek	ina	mother	Lerek Lamaholot	Austronesian	8Lembata		- i n a -	495.0			
198.0	sout2896-lerek	ama	father	Lerek Lamaholot	Austronesian	8Lembata		- a m a - - -	5985.0			
199.0	sout2896-lerek	kaka	older sibling	Lerek Lamaholot	Austronesian	8Lembata		k a - - k a	7526.0			
200.0	sout2896-lerek	vaˈdʒ͡i	younger sibling	Lerek Lamaholot	Austronesian	8Lembata		v a ˈdʒ͡i - -	9748.0			
201.0	sout2896-lerek	veˈlin	bride price	Lerek Lamaholot	Austronesian	8Lembata		v e ˈl i n	669.0			
201.0	sout2896-lerek	ˈmaləhan	bride price	Lerek Lamaholot	Austronesian	8Lembata		ˈm a l ə h a n -	8266.0			
202.0	sout2896-lerek	ˈdʒ͡ɔŋɔs	slave	Lerek Lamaholot	Austronesian	8Lembata		ˈdʒ͡ɔ - ŋ ɔ s	1005.0			
203.0	sout2896-lerek	ɡɔn	1sg	Lerek Lamaholot	Austronesian	8Lembata		ɡ ɔ n -	60.0			
204.0	sout2896-lerek	mɔn	2sg (informal)	Lerek Lamaholot	Austronesian	8Lembata		m ɔ n -	16.0			
205.0	sout2896-lerek	kəˈneu	2sg (polite)	Lerek Lamaholot	Austronesian	8Lembata		k ə - ˈn e u	1307.0			
206.0	sout2896-lerek	(mɔn; mɔˈne)	3sg	Lerek Lamaholot	Austronesian	8Lembata						
207.0	sout2896-lerek	kam; kame	1pl excl	Lerek Lamaholot	Austronesian	8Lembata		k a m -	8904.0			
208.0	sout2896-lerek	ˈtite	1pl incl	Lerek Lamaholot	Austronesian	8Lembata		ˈt i t e	175.0			
209.0	sout2896-lerek	ˈmio woˈləm	2pl	Lerek Lamaholot	Austronesian	8Lembata		ˈm i o _ w o ˈl ə m	9967.0			
210.0	sout2896-lerek	ˈdane	3pl	Lerek Lamaholot	Austronesian	8Lembata		ˈd a - - - - - - - n e -	9747.0			
