Value	Feature_ID	Language_ID	Comment	Loan	Cognate Set	Reference
watala	87.0	abui1241-fuime				
bata tawaking	88.0	abui1241-fuime	cabang pohon			
ara waasing	89.0	abui1241-fuime				
tibu	90.0	abui1241-fuime				
bata ai	91.0	abui1241-fuime				
biika	93.0	abui1241-fuime				
ajak	96.0	abui1241-fuime				
ajak ma	98.0	abui1241-fuime				
ajak kai	99.0	abui1241-fuime				
murua	100.0	abui1241-fuime				
taakda	101.0	abui1241-fuime				
fu	102.0	abui1241-fuime				
meeting	103.0	abui1241-fuime				
awai	104.0	abui1241-fuime				
fu take	105.0	abui1241-fuime				
mongko	106.0	abui1241-fuime				
bataako	107.0	abui1241-fuime				
kari	108.0	abui1241-fuime				
kala	110.0	abui1241-fuime				
fa	111.0	abui1241-fuime				
faati	112.0	abui1241-fuime				
wata	114.0	abui1241-fuime				
tuok	117.0	abui1241-fuime				
ra.u	119.0	abui1241-fuime				
raau	119.0	abui1241-fuime				
mai	120.0	abui1241-fuime				
maija	120.0	abui1241-fuime				
balei	121.0	abui1241-fuime				
musa	121.0	abui1241-fuime				
bataa mija	123.0	abui1241-fuime				
song	124.0	abui1241-fuime				
bataa song	125.0	abui1241-fuime				
takoi	126.0	abui1241-fuime				
nawaang	127.0	abui1241-fuime				
tike	128.0	abui1241-fuime	not 'breast'			
ati	129.0	abui1241-fuime				
hetamada	130.0	abui1241-fuime				
mai hitung	131.0	abui1241-fuime				
hetaipa	132.0	abui1241-fuime				
heakafata	133.0	abui1241-fuime				
tamuring	134.0	abui1241-fuime				
jang nau	135.0	abui1241-fuime				
we	136.0	abui1241-fuime				
tebikemang	138.0	abui1241-fuime				
tekaleu	139.0	abui1241-fuime				
tatok falala	141.0	abui1241-fuime				
asi	142.0	abui1241-fuime				
tatok foko	144.0	abui1241-fuime				
kai	145.0	abui1241-fuime				
kai bata	146.0	abui1241-fuime				
teamur	147.0	abui1241-fuime				
tieng bilka	148.0	abui1241-fuime				
tawei ata	149.0	abui1241-fuime				
tamini	150.0	abui1241-fuime				
tawaabak	151.0	abui1241-fuime				
tawaakul	153.0	abui1241-fuime				
taweiti	154.0	abui1241-fuime				
talifi	155.0	abui1241-fuime				
tawata	156.0	abui1241-fuime				
tabang	157.0	abui1241-fuime				
tatang	163.0	abui1241-fuime				
tatang paaka	166.0	abui1241-fuime				
tatang kusing	167.0	abui1241-fuime				
tekodang	168.0	abui1241-fuime	‘chest’			
tabike	170.0	abui1241-fuime				
	171.0	abui1241-fuime	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
	172.0	abui1241-fuime	Kemaluan perempuan, same as above.			
tetuku	174.0	abui1241-fuime				
tetuku hiakfolang	176.0	abui1241-fuime				
tabala buku	178.0	abui1241-fuime				
teui	179.0	abui1241-fuime				
tekul	182.0	abui1241-fuime				
namu	183.0	abui1241-fuime				
kafising	184.0	abui1241-fuime				
kafising	185.0	abui1241-fuime				
kafising	186.0	abui1241-fuime				
kamura	187.0	abui1241-fuime				
tiang beakda	188.0	abui1241-fuime	Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
pasing	189.0	abui1241-fuime				
ama	190.0	abui1241-fuime	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
na-ne	191.0	abui1241-fuime	‘my name’			
ne-wi	192.0	abui1241-fuime	(obligatory prefix)			
neng	193.0	abui1241-fuime				
maijo	194.0	abui1241-fuime				
	196.0	abui1241-fuime	Not 'married woman'.			
nija	197.0	abui1241-fuime	‘my mother’			
mama	198.0	abui1241-fuime				
nana	199.0	abui1241-fuime				
nekokda	200.0	abui1241-fuime				
nenaha	200.0	abui1241-fuime				
he-bel	201.0	abui1241-fuime				
	211.0	abui1241-fuime	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	abui1241-fuime	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
teibika	231.0	abui1241-fuime				
teikang	232.0	abui1241-fuime				
	236.0	abui1241-fuime	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
kai	238.0	abui1241-fuime				
fe	239.0	abui1241-fuime				
ruo	240.0	abui1241-fuime				
rui	241.0	abui1241-fuime				
tekok	242.0	abui1241-fuime				
ayo	243.0	abui1241-fuime				
aijuti	244.0	abui1241-fuime				
ha-wai	249.0	abui1241-fuime				
afu	250.0	abui1241-fuime				
fahai	254.0	abui1241-fuime				
youko	257.0	abui1241-fuime				
ruo	259.0	abui1241-fuime				
ha-bakai	260.0	abui1241-fuime				
ha-muk	263.0	abui1241-fuime				
mon	264.0	abui1241-fuime				
pei	265.0	abui1241-fuime				
bira	266.0	abui1241-fuime				
kupak	268.0	abui1241-fuime				
fulfai	269.0	abui1241-fuime				
kuima	270.0	abui1241-fuime				
fiikai	271.0	abui1241-fuime				
tunui	272.0	abui1241-fuime				
bala-bala	274.0	abui1241-fuime				
bikeng	275.0	abui1241-fuime				
bikeng tulung	276.0	abui1241-fuime				
kai nebikeng	278.0	abui1241-fuime				
be	279.0	abui1241-fuime				
taamek	280.0	abui1241-fuime				
foko	281.0	abui1241-fuime				
kding	282.0	abui1241-fuime				
makila	283.0	abui1241-fuime				
fija	284.0	abui1241-fuime				
kalejeita	285.0	abui1241-fuime				
abeti	286.0	abui1241-fuime				
kiliki	287.0	abui1241-fuime				
morai	287.0	abui1241-fuime				
lila	288.0	abui1241-fuime				
palata	289.0	abui1241-fuime				
kang	290.0	abui1241-fuime				
beaka	291.0	abui1241-fuime				
we-midi	292.0	abui1241-fuime				
taka	293.0	abui1241-fuime				
alina	296.0	abui1241-fuime				
takata	297.0	abui1241-fuime				
waritek	298.0	abui1241-fuime				
foli	303.0	abui1241-fuime				
taapati	305.0	abui1241-fuime				
akuni	307.0	abui1241-fuime				
falaka	308.0	abui1241-fuime				
dakung	309.0	abui1241-fuime				
sani	310.0	abui1241-fuime				
bula	311.0	abui1241-fuime	Of spear (tombak) or machete (parang); if there are two different words, elicit both.			
toping	312.0	abui1241-fuime				
tuhai	313.0	abui1241-fuime				
sierai	314.0	abui1241-fuime				
mulang	315.0	abui1241-fuime				
tilesing	316.0	abui1241-fuime				
rofi	318.0	abui1241-fuime				
hasala	319.0	abui1241-fuime				
we-maeeking	320.0	abui1241-fuime				
hamuni	321.0	abui1241-fuime				
makali	322.0	abui1241-fuime				
ralong	323.0	abui1241-fuime				
alesing	324.0	abui1241-fuime				
fui	326.0	abui1241-fuime				
rula	327.0	abui1241-fuime				
fikda	328.0	abui1241-fuime				
akani	329.0	abui1241-fuime				
kuli	330.0	abui1241-fuime				
kika	331.0	abui1241-fuime				
walangai	332.0	abui1241-fuime				
walangai	333.0	abui1241-fuime				
adesan	334.0	abui1241-fuime				
na-rik	335.0	abui1241-fuime	There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
na-mielai	336.0	abui1241-fuime				
takaite, neretda	337.0	abui1241-fuime				
mirai	338.0	abui1241-fuime				
akuta	339.0	abui1241-fuime				
tawei beaka	340.0	abui1241-fuime				
mielang	341.0	abui1241-fuime				
kawai	342.0	abui1241-fuime				
he-rei	343.0	abui1241-fuime				
wefaling	344.0	abui1241-fuime				
munungra	345.0	abui1241-fuime				
ha-lakda	346.0	abui1241-fuime				
tanga	348.0	abui1241-fuime				
tanga	349.0	abui1241-fuime				
ta	352.0	abui1241-fuime				
ta	353.0	abui1241-fuime				
taliele	354.0	abui1241-fuime				
aruda	355.0	abui1241-fuime				
tawel	356.0	abui1241-fuime				
miti	358.0	abui1241-fuime				
nate	359.0	abui1241-fuime				
lak	360.0	abui1241-fuime				
furei	361.0	abui1241-fuime				
li	364.0	abui1241-fuime				
takuwila	365.0	abui1241-fuime				
takuwila	366.0	abui1241-fuime	e.g. pohon yang dipotong.			
iebuk	368.0	abui1241-fuime				
ne	369.0	abui1241-fuime				
made	370.0	abui1241-fuime				
luok	371.0	abui1241-fuime				
kapuike	372.0	abui1241-fuime				
re	373.0	abui1241-fuime				
ahel	374.0	abui1241-fuime				
mong	376.0	abui1241-fuime				
ede	377.0	abui1241-fuime				
me	379.0	abui1241-fuime				
talole	380.0	abui1241-fuime				
biakda	381.0	abui1241-fuime				
tohaijok	382.0	abui1241-fuime				
yai wefanga	383.0	abui1241-fuime				
hiede	385.0	abui1241-fuime				
take	387.0	abui1241-fuime				
ahau	388.0	abui1241-fuime				
buk	389.0	abui1241-fuime				
furungra	390.0	abui1241-fuime				
iu	392.0	abui1241-fuime				
we-luuke	393.0	abui1241-fuime				
kafie	394.0	abui1241-fuime				
no-jokung	395.0	abui1241-fuime	(1sg)			
na-mudi	396.0	abui1241-fuime				
tebol	397.0	abui1241-fuime				
	398.0	abui1241-fuime	E.g. to slap someone on the cheek; NOT to clap hands. 			
(kai) netakai	399.0	abui1241-fuime				
ha-weike	400.0	abui1241-fuime				
ha-weike	401.0	abui1241-fuime				
kadel	402.0	abui1241-fuime				
hawal	403.0	abui1241-fuime				
ensei	404.0	abui1241-fuime				
taluk	406.0	abui1241-fuime				
we-re	407.0	abui1241-fuime				
huore	408.0	abui1241-fuime				
hetiei	409.0	abui1241-fuime				
tefeheng	410.0	abui1241-fuime				
tahai	413.0	abui1241-fuime				
we-teu	414.0	abui1241-fuime				
uli	415.0	abui1241-fuime				
ije tawele	416.0	abui1241-fuime				
ije fauiti	417.0	abui1241-fuime				
ho-puna	419.0	abui1241-fuime				
ha-kode	420.0	abui1241-fuime				
muila	421.0	abui1241-fuime				
ha-fik	422.0	abui1241-fuime				
ha-tikalie	423.0	abui1241-fuime				
awai	424.0	abui1241-fuime				
pieila	425.0	abui1241-fuime				
luke	426.0	abui1241-fuime	To crouch as on an Indonesian toilet, NOT: to kneel			
ahie	428.0	abui1241-fuime				
tape	429.0	abui1241-fuime				
kamele	430.0	abui1241-fuime				
bele	431.0	abui1241-fuime				
balik	432.0	abui1241-fuime				
takau	433.0	abui1241-fuime				
haliel	434.0	abui1241-fuime				
we-sok	435.0	abui1241-fuime				
hong mira	436.0	abui1241-fuime				
tabung	437.0	abui1241-fuime				
ne-re	438.0	abui1241-fuime				
haluk	439.0	abui1241-fuime	NOT: lipat tikar			
teitau	440.0	abui1241-fuime				
noulou	441.0	abui1241-fuime				
hateike	442.0	abui1241-fuime				
tape	444.0	abui1241-fuime				
ir	446.0	abui1241-fuime				
okoli	447.0	abui1241-fuime				
naatahang	448.0	abui1241-fuime				
nalakda	449.0	abui1241-fuime				
nuku	450.0	abui1241-fuime				
ajoku	451.0	abui1241-fuime				
sua	452.0	abui1241-fuime				
buti	453.0	abui1241-fuime				
jeting	454.0	abui1241-fuime				
talaama	455.0	abui1241-fuime				
jeting ajoku	456.0	abui1241-fuime				
jeti sua	457.0	abui1241-fuime				
jeting buti	458.0	abui1241-fuime				
kar nuku	459.0	abui1241-fuime				
wal nuku	460.0	abui1241-fuime				
wal ajoku	461.0	abui1241-fuime				
wal sua	462.0	abui1241-fuime				
kar ajoku	469.0	abui1241-fuime				
kar ajoku wal nuku	470.0	abui1241-fuime				
kar sua	475.0	abui1241-fuime				
aisaa nuku	482.0	abui1241-fuime				
aisaha nuku kar aijoku wal sua	483.0	abui1241-fuime				
aisaha aijoku	484.0	abui1241-fuime				
rifi nuku	485.0	abui1241-fuime				
rifi asaha nuku	486.0	abui1241-fuime				
nokuta	487.0	abui1241-fuime	The kinship task also asks for this term			
netung	488.0	abui1241-fuime	The kinship task also asks for this term			
nekabita	489.0	abui1241-fuime	The kinship task also asks for this term			
	490.0	abui1241-fuime	The kinship task also asks for this term			
	491.0	abui1241-fuime	The kinship task also asks for this term			
	492.0	abui1241-fuime	The kinship task also asks for this term			
	493.0	abui1241-fuime	The kinship task also asks for this term			
	494.0	abui1241-fuime	The kinship task also asks for this term			
	495.0	abui1241-fuime	The kinship task also asks for this term			
	496.0	abui1241-fuime	The kinship task also asks for this term			
	497.0	abui1241-fuime	The kinship task also asks for this term			
	498.0	abui1241-fuime	The kinship task also asks for this term			
	499.0	abui1241-fuime	The kinship task also asks for this term			
	500.0	abui1241-fuime	The kinship task also asks for this term			
	501.0	abui1241-fuime	The kinship task also asks for this term			
	503.0	abui1241-fuime	There may be two types, a high one (for e.g. storage) and a lower one; if so, elicit both.			
	505.0	abui1241-fuime	The cultural features questionnaire also asks for this term.			
	506.0	abui1241-fuime	The cultural features questionnaire also asks for this term.			
	522.0	abui1241-fuime	Kata untuk seluru alat menenun. Tetapi di sini alat tenun tidak ada nama umum, dan masing-masing bagian ada namanya. (It is likely that there is no word referring to a loom as such,  only words referring to parts of it. If you can make a picture of a loom, you could try to elicit the words for the various parts. If this is not possible, just skip this.)			
	540.0	abui1241-fuime	E.g. perjanjian antara dua suku untuk tidak berperang			
	554.0	abui1241-fuime	Jika seseorang yg sudah menikah atau belum menikah berhubungan badan dengan orang yg bukan isteri/suaminya.			
vi	587.0	abui1241-fuime	 ‘stone’			
kiki	588.0	abui1241-fuime				
teai	589.0	abui1241-fuime				
lohu	590.0	abui1241-fuime				
lohu	591.0	abui1241-fuime				
bui	592.0	abui1241-fuime				
karie	593.0	abui1241-fuime	Not: rumah sempit (crowded/small house), or pakaian sempit (clothes that are too tight).			
he-tiei	598.0	abui1241-fuime				
ahalingtama	0.0	abuiatengmelang				
wari	1.0	abuiatengmelang				
ije	2.0	abuiatengmelang				
fir	3.0	abuiatengmelang				
fɪr	3.0	abuiatengmelang				
tungtama	4.0	abuiatengmelang				
tadeng	5.0	abuiatengmelang				
fala:kda	7.0	abuiatengmelang				
tuwola	8.0	abuiatengmelang				
aˈkun	10.0	abuiatengmelang				
ayoku	11.0	abuiatengmelang				
arii dape	12.0	abuiatengmelang				
tabo	13.0	abuiatengmelang				
timoi	14.0	abuiatengmelang				
anui	15.0	abuiatengmelang				
ho	17.0	abuiatengmelang				
adii damalai dia	18.0	abuiatengmelang	bunyinya			
ahalai	19.0	abuiatengmelang	kilatan, cahaya			
ahalai hai	19.0	abuiatengmelang	kilatan, cahaya			
taijoka	20.0	abuiatengmelang				
tabeki:	21.0	abuiatengmelang	kabut = fog, NOT embun = air yang menetes dari daun di pagi hari			
lu (foko)	22.0	abuiatengmelang				
wa: takata	25.0	abuiatengmelang	‘lake that dries out quickly’			
buku watika	26.0	abuiatengmelang				
watika	27.0	abuiatengmelang				
melang	28.0	abuiatengmelang				
anai	29.0	abuiatengmelang				
buku	30.0	abuiatengmelang				
lukula	31.0	abuiatengmelang				
vi:	32.0	abuiatengmelang				
vi: karafi	33.0	abuiatengmelang	batu (rock) di pantai			
karafi	34.0	abuiatengmelang	karang (reef) di dasar laut			
ye	35.0	abuiatengmelang				
tama	36.0	abuiatengmelang				
fɔ	37.0	abuiatengmelang				
baˈlaking	38.0	abuiatengmelang				
ating	39.0	abuiatengmelang				
rol	40.0	abuiatengmelang				
ˈuti	43.0	abuiatengmelang				
safoka telesing	45.0	abuiatengmelang				
safoko	45.0	abuiatengmelang				
pelang	46.0	abuiatengmelang				
haualai	49.0	abuiatengmelang				
ˈtere	50.0	abuiatengmelang	dibuat dari bambu untuk menangkap ikan yang ditinggal. NOT fish net or fish line.			
ˈtila	51.0	abuiatengmelang				
kaweni	52.0	abuiatengmelang				
faling	53.0	abuiatengmelang				
kafak	54.0	abuiatengmelang				
tukorang	56.0	abuiatengmelang				
ahating	57.0	abuiatengmelang				
peti	59.0	abuiatengmelang				
kafu	60.0	abuiatengmelang	pulang ‘small arrow’, kaw ‘large arrow’, kafu ‘large arrow’			
kaw	60.0	abuiatengmelang	pulang ‘small arrow’, kaw ‘large arrow’, kafu ‘large arrow’			
pulang	60.0	abuiatengmelang	pulang ‘small arrow’, kaw ‘large arrow’, kafu ‘large arrow’			
lui	61.0	abuiatengmelang				
ˈketi	62.0	abuiatengmelang				
adik	63.0	abuiatengmelang				
ting	64.0	abuiatengmelang				
ara	67.0	abuiatengmelang				
ara tika	68.0	abuiatengmelang				
tabwong	70.0	abuiatengmelang				
arui	71.0	abuiatengmelang	NOT 'debu' (dust, after you have been sweeping)			
dakung	72.0	abuiatengmelang				
kung	73.0	abuiatengmelang				
vi: bikati	74.0	abuiatengmelang				
malatai	75.0	abuiatengmelang				
kupe	76.0	abuiatengmelang				
tofa	77.0	abuiatengmelang				
kadang	78.0	abuiatengmelang				
kudang	78.0	abuiatengmelang				
kadang	79.0	abuiatengmelang				
kudang	79.0	abuiatengmelang				
lik	80.0	abuiatengmelang				
lung	81.0	abuiatengmelang				
wai	82.0	abuiatengmelang				
file	83.0	abuiatengmelang				
ˈbata	84.0	abuiatengmelang				
ˈbata kul	86.0	abuiatengmelang				
tala	87.0	abuiatengmelang				
ˈbata takawak	88.0	abuiatengmelang	cabang pohon			
ara	89.0	abuiatengmelang				
furak	90.0	abuiatengmelang				
ai	91.0	abuiatengmelang				
iti	92.0	abuiatengmelang				
bika	93.0	abuiatengmelang				
ajak	96.0	abuiatengmelang				
ajak ma:	98.0	abuiatengmelang				
ajak	99.0	abuiatengmelang				
batako murow	100.0	abuiatengmelang				
ajak takda	101.0	abuiatengmelang				
fu	102.0	abuiatengmelang				
ˈmeting	103.0	abuiatengmelang				
awai	104.0	abuiatengmelang				
fu take	105.0	abuiatengmelang	 (metathesis)			
bale	106.0	abuiatengmelang				
batako	107.0	abuiatengmelang				
aho	108.0	abuiatengmelang				
kala	110.0	abuiatengmelang				
fa	111.0	abuiatengmelang				
fati	112.0	abuiatengmelang				
fa ma	113.0	abuiatengmelang				
ˈwata	114.0	abuiatengmelang				
tuok	117.0	abuiatengmelang				
matoling	118.0	abuiatengmelang				
puokdai	119.0	abuiatengmelang				
mai	120.0	abuiatengmelang				
mosa	121.0	abuiatengmelang				
maija	122.0	abuiatengmelang				
batamia	123.0	abuiatengmelang				
song	124.0	abuiatengmelang				
sõ	124.0	abuiatengmelang				
song	125.0	abuiatengmelang				
luong	126.0	abuiatengmelang	takoi ‘large bean’, luong ‘small bean’, nai ‘ko.bean’			
nai	126.0	abuiatengmelang	takoi ‘large bean’, luong ‘small bean’, nai ‘ko.bean’			
takoi	126.0	abuiatengmelang	takoi ‘large bean’, luong ‘small bean’, nai ‘ko.bean’			
nawang	127.0	abuiatengmelang				
tik	128.0	abuiatengmelang	not 'breast'			
ati	129.0	abuiatengmelang				
tamada	130.0	abuiatengmelang				
mahiting	131.0	abuiatengmelang				
hetaipa	132.0	abuiatengmelang				
kaˈfata  bata	133.0	abuiatengmelang				
tamuring	134.0	abuiatengmelang				
tieng nau	135.0	abuiatengmelang				
we	136.0	abuiatengmelang				
tebikamang	138.0	abuiatengmelang				
tomi	139.0	abuiatengmelang				
tatebak	141.0	abuiatengmelang				
asi	142.0	abuiatengmelang				
teboboti	143.0	abuiatengmelang				
tato	144.0	abuiatengmelang				
tiakai	145.0	abuiatengmelang				
tiakai bata	146.0	abuiatengmelang				
amuri	147.0	abuiatengmelang				
tieng bika	148.0	abuiatengmelang				
tawei	149.0	abuiatengmelang				
taminfa	150.0	abuiatengmelang				
tawa	151.0	abuiatengmelang				
tawa bak	152.0	abuiatengmelang				
tawa kul	153.0	abuiatengmelang				
taweiti	154.0	abuiatengmelang				
taleifi	155.0	abuiatengmelang				
rola	156.0	abuiatengmelang				
terola	156.0	abuiatengmelang				
tabal	157.0	abuiatengmelang				
tatang	163.0	abuiatengmelang				
tatang paka	166.0	abuiatengmelang				
tatang kusing	167.0	abuiatengmelang				
taraihiang	168.0	abuiatengmelang				
tabik	170.0	abuiatengmelang				
	171.0	abuiatengmelang	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
	172.0	abuiatengmelang	Kemaluan perempuan, same as above.			
tetuku	174.0	abuiatengmelang				
hijak folang	176.0	abuiatengmelang				
taˈbabuk	178.0	abuiatengmelang				
teui	179.0	abuiatengmelang				
kul	182.0	abuiatengmelang				
namu	183.0	abuiatengmelang				
kaˈfising	184.0	abuiatengmelang				
kaˈfising	185.0	abuiatengmelang				
kafising	186.0	abuiatengmelang				
kamura	187.0	abuiatengmelang				
ˈbeki	188.0	abuiatengmelang	Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
pasing	189.0	abuiatengmelang				
ama	190.0	abuiatengmelang	amakang ‘human being’; Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
amakang	190.0	abuiatengmelang	amakang ‘human being’; Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
tane	191.0	abuiatengmelang				
moku	192.0	abuiatengmelang	ne-wi ‘my child’			
ne-wi	192.0	abuiatengmelang	ne-wi ‘my child’			
neng	193.0	abuiatengmelang				
nẽ	193.0	abuiatengmelang				
majuo	194.0	abuiatengmelang				
heneng	195.0	abuiatengmelang				
hemajuo	196.0	abuiatengmelang	Not 'married woman'.			
hea	197.0	abuiatengmelang	hea ‘his/her mother’, nia ‘my mother’			
nia	197.0	abuiatengmelang	hea ‘his/her mother’, nia ‘my mother’			
mama	198.0	abuiatengmelang				
nana	199.0	abuiatengmelang				
henaha	200.0	abuiatengmelang				
nenaha	200.0	abuiatengmelang				
hébel	201.0	abuiatengmelang				
nébel	201.0	abuiatengmelang				
maija	202.0	abuiatengmelang				
	211.0	abuiatengmelang	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	abuiatengmelang	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
teibiki	231.0	abuiatengmelang				
teikang	232.0	abuiatengmelang				
	236.0	abuiatengmelang	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
kai	238.0	abuiatengmelang				
fe	239.0	abuiatengmelang				
ruo	240.0	abuiatengmelang				
rui	241.0	abuiatengmelang				
tekok	242.0	abuiatengmelang				
ayo	243.0	abuiatengmelang				
ajuti	244.0	abuiatengmelang				
jakorakora	245.0	abuiatengmelang				
mare	246.0	abuiatengmelang				
haˈwai	249.0	abuiatengmelang	(also ‘to return something’)			
afu	250.0	abuiatengmelang				
kasuwai	251.0	abuiatengmelang				
kasuwai	252.0	abuiatengmelang				
kasuwai	253.0	abuiatengmelang				
fahai	254.0	abuiatengmelang				
liti	255.0	abuiatengmelang				
youko	257.0	abuiatengmelang				
youko	258.0	abuiatengmelang				
ruo haling tama	259.0	abuiatengmelang				
haˈbakai	260.0	abuiatengmelang				
ruo habakai	262.0	abuiatengmelang				
haˈmuk	263.0	abuiatengmelang				
mon	264.0	abuiatengmelang				
pei	265.0	abuiatengmelang				
ruo bira	266.0	abuiatengmelang				
anei takoi	267.0	abuiatengmelang				
kupak	268.0	abuiatengmelang				
fungfai	269.0	abuiatengmelang				
kuima	270.0	abuiatengmelang				
fikei	271.0	abuiatengmelang				
tunui	272.0	abuiatengmelang				
bala-bala	274.0	abuiatengmelang				
bikiang	275.0	abuiatengmelang				
bikiang tulung	276.0	abuiatengmelang				
bikiang hea	277.0	abuiatengmelang				
tukota	278.0	abuiatengmelang				
be	279.0	abuiatengmelang				
ne-tameak	280.0	abuiatengmelang				
tameak	280.0	abuiatengmelang				
foko	281.0	abuiatengmelang				
kiding	282.0	abuiatengmelang				
(tofa) makila	283.0	abuiatengmelang				
(tofa) tifa	284.0	abuiatengmelang				
fingkang	285.0	abuiatengmelang				
abeti	286.0	abuiatengmelang				
ˈkiliki	287.0	abuiatengmelang				
ˈlila	288.0	abuiatengmelang				
palata	289.0	abuiatengmelang				
kang	290.0	abuiatengmelang				
beaka	291.0	abuiatengmelang				
vemidi	292.0	abuiatengmelang				
taka	293.0	abuiatengmelang				
joka	296.0	abuiatengmelang				
takata	297.0	abuiatengmelang				
tek	298.0	abuiatengmelang				
bui	302.0	abuiatengmelang				
foli	303.0	abuiatengmelang				
tapati	305.0	abuiatengmelang				
akuni	307.0	abuiatengmelang				
falaka	308.0	abuiatengmelang	weria ‘midday’			
weria	308.0	abuiatengmelang	weria ‘midday’			
dakung	309.0	abuiatengmelang				
sani	310.0	abuiatengmelang				
bula	311.0	abuiatengmelang	Of spear (tombak) or machete (parang); if there are two different words, elicit both.			
toping	312.0	abuiatengmelang				
tuhai	313.0	abuiatengmelang				
sierai	314.0	abuiatengmelang				
mulang	315.0	abuiatengmelang				
tilesing	316.0	abuiatengmelang				
rofi	318.0	abuiatengmelang				
hasala	319.0	abuiatengmelang				
sani	320.0	abuiatengmelang				
hamuni	321.0	abuiatengmelang				
makali	322.0	abuiatengmelang				
ralong	323.0	abuiatengmelang				
alesing	324.0	abuiatengmelang				
alesing	325.0	abuiatengmelang				
