Feature_ID	Language_ID	Value	English	Language name (-dialect)	Family	Region	Comment	Alignment	Cognate Set	Source	Loan	Reference
51.0	abui1241-petle	si.'la	rope	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	Should be superscript	s i ˈl a - -	964.0			
51.0	abui1241-petle-o	sila	rope	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		s i l a - -	964.0			
52.0	abui1241-petle	sa.'pa.da	machete	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		s a ˈp a d a -	41.0			
52.0	abui1241-petle-o	sapada	machete	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		s a p a d a -	41.0			
53.0	abui1241-petle	fa.'liŋ	axe	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		f a ˈl i ŋ - - - - - - - -	10080.0			
53.0	abui1241-petle-o	faling	axe	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		f a l i n g - - - - - - -	10080.0			
54.0	abui1241-petle		spear	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	TABACCO: kabak					
54.0	abui1241-petle-o	x	spear	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		x	4989.0			
62.0	abui1241-petle	ti.'lei	comb	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		t i ˈl e i	4955.0			
62.0	abui1241-petle-o	tilei	comb	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		t i l e i	4955.0			
65.0	abui1241-petle	'na.maŋ	clothing	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		ˈn a m a ŋ -	2829.0			
65.0	abui1241-petle-o	namang	clothing	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n a m a n g	2829.0			
67.0	abui1241-petle	a.'ra	fire	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		a ˈr a	1597.0			
67.0	abui1241-petle-o	ara	fire	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		a r a	1597.0			
72.0	abui1241-petle	na.'bak	mud	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		n a ˈb a k	4944.0			
72.0	abui1241-petle-o	nabak	mud	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n a b a k	4944.0			
73.0	abui1241-petle	a.'ruj	clay	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	yes	a ˈr u j -	4967.0			
73.0	abui1241-petle-o	arui	clay	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		a r u - i	4967.0			
75.0	abui1241-petle	ma.la.'tei	sand	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		m a l a ˈt e i	4060.0			
75.0	abui1241-petle-o	malatei	sand	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		m a l a t e i	4060.0			
77.0	abui1241-petle	fa.'la	house	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		f a ˈl a	1295.0			
77.0	abui1241-petle-o	fala	house	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		f a l a	1295.0			
78.0	abui1241-petle	fa.'la  'gu.daŋ	traditional house	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central						
78.0	abui1241-petle-o	fala gudang	traditional house	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		f a l a _ g u d a n g	4913.0			
81.0	abui1241-petle	luŋ	door	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		l u - - ŋ -	3152.0			
81.0	abui1241-petle-o	lung	door	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		l u - - n g	3152.0			
92.0	abui1241-petle	upu	fruit	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		u p u	2567.0			
92.0	abui1241-petle-o	upu	fruit	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		u p u	2567.0			
98.0	abui1241-petle	´aj.ak ´ma	cooked rice	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		´ a j a k - _ ´ m a - -	3717.0			
98.0	abui1241-petle-o	ayak ma	cooked rice	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		a y - a k - _ - m a - -	3717.0			
114.0	abui1241-petle		coconut	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	wata					
119.0	abui1241-petle		gum tree; eucalyptus	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	bata kul					
120.0	abui1241-petle		bamboo	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	mai					
121.0	abui1241-petle		banana	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	mihaa/miaa					
122.0	abui1241-petle		mango	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	mase					
123.0	abui1241-petle		papaya	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	bata mihaa					
124.0	abui1241-petle		jackfruit	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	song					
125.0	abui1241-petle		breadfruit	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	kuwai song					
126.0	abui1241-petle		bean	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	takoi					
128.0	abui1241-petle		milk	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	susu					
129.0	abui1241-petle		salt	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	atiy/atii					
130.0	abui1241-petle		fat	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	tamada					
131.0	abui1241-petle		flesh; meat	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	mahiting					
136.0	abui1241-petle	we:	blood	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- w eː - -	861.0			
136.0	abui1241-petle-o	we	blood	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- w e - -	861.0			
148.0	abui1241-petle	njieŋ	eye	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		n j i e ŋ - -	3200.0			
148.0	abui1241-petle-o	nieng	eye	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n - i e n g -	3200.0			
154.0	abui1241-petle	'i.tiŋ	teeth	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		ˈi t i ŋ -	4953.0			
154.0	abui1241-petle-o	iting	teeth	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		i t i n g	4953.0			
185.0	abui1241-petle	ku.'ral	scabies	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		k u ˈr a l	4970.0			
185.0	abui1241-petle-o	kural	scabies	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		k u r a l	4970.0			
190.0	abui1241-petle	am.'a	person	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- a m ˈa	3747.0			
190.0	abui1241-petle-o	ama	person	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- a m a	3747.0			
191.0	abui1241-petle	an.'a	name	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - a - n ˈa - -	1383.0			
191.0	abui1241-petle-o	ana	name	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - a - n a - -	1383.0			
192.0	abui1241-petle	'mo.ki	child	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - ˈm o k i	4949.0			
192.0	abui1241-petle-o	moki	child	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - m o k i	4949.0			
193.0	abui1241-petle	neŋ	man	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		n e - ŋ -	4917.0			
193.0	abui1241-petle-o	neng	man	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n e - n g	4917.0			
194.0	abui1241-petle	me:l	woman	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		m eː - - l - -	4951.0			
194.0	abui1241-petle-o	mel	woman	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		m e - - l - -	4951.0			
197.0	abui1241-petle	ni.'ja	mother	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		n i ˈj - a	6.0			
197.0	abui1241-petle-o	niya	mother	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n i - y a	6.0			
198.0	abui1241-petle	nu.'ma	father	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		n u ˈm a - - -	2341.0			
198.0	abui1241-petle-o	numa	father	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n u m a - - -	2341.0			
211.0	abui1241-petle	na.'ha	no; not	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		n a ˈh a - -	874.0			
211.0	abui1241-petle-o	naha	no; not	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n a h a - -	874.0			
216.0	abui1241-petle	na.'la	what?	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		n a ˈl - - - a	4980.0			
216.0	abui1241-petle-o	nala	what?	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n a l - - - a	4980.0			
217.0	abui1241-petle	ma:	who?	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		m aː	4958.0			
217.0	abui1241-petle-o	maa	who?	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		m aa	4958.0			
218.0	abui1241-petle	'te(:).ha	where?	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		ˈt e h a	4974.0			
218.0	abui1241-petle-o	teha	where?	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		t e h a	4974.0			
223.0	abui1241-petle	i.'ti	this	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- i ˈt i	4972.0			
223.0	abui1241-petle-o	iti	this	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- i t i	4972.0			
224.0	abui1241-petle	i.'ti mu:	that	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		i ˈt i _ m uː	4981.0			
224.0	abui1241-petle-o	iti muu	that	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		i t i _ m uu	4981.0			
227.0	abui1241-petle	me	here	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- m e	4968.0			
227.0	abui1241-petle-o	me	here	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- m e	4968.0			
228.0	abui1241-petle	we	there	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		w e	4975.0			
228.0	abui1241-petle	ʋe	there	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		ʋ e	4975.0			
228.0	abui1241-petle-o	we	there	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		w e	4975.0			
231.0	abui1241-petle	ai.'bi.kil	left (side)	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	some palatilization going on	- a i ˈb i k - i l	3024.0			
231.0	abui1241-petle	i.'bi.kil	left (side)	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	some palatilization going on	- - i ˈb i k - i l	3024.0			
231.0	abui1241-petle-o	aibikil	left (side)	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- a i b i k - i l	3024.0			
231.0	abui1241-petle-o	ibikil	left (side)	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - i b i k - i l	3024.0			
232.0	abui1241-petle	ai.'kaŋ	right (side)	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- a i ˈk - a ŋ - -	4885.0			
232.0	abui1241-petle	i.'kaŋ	right (side)	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - i ˈk - a ŋ - -	4885.0			
232.0	abui1241-petle-o	aikang	right (side)	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- a i k - a n - g	4885.0			
232.0	abui1241-petle-o	ikang	right (side)	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - i k - a n - g	4885.0			
238.0	abui1241-petle	kai	dog	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		k a i	4847.0			
238.0	abui1241-petle-o	kai	dog	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		k a i	4847.0			
241.0	abui1241-petle	i.'li	rat	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- i ˈl i -	4979.0			
241.0	abui1241-petle-o	ili	rat	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- i l i -	4979.0			
250.0	abui1241-petle	a.'fu	fish	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- a ˈf u	616.0			
250.0	abui1241-petle-o	afu	fish	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- a f u	616.0			
254.0	abui1241-petle	bu.'a.ja 'ta.ma	crocodile	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		b u ˈa - j a _ ˈt a m a	4945.0			
254.0	abui1241-petle-o	buaya tama	crocodile	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		b u a y - a _ t a m a	4945.0			
264.0	abui1241-petle	mon	snake	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		m o n -	3199.0			
264.0	abui1241-petle-o	mon	snake	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		m o n -	3199.0			
266.0	abui1241-petle	ruwal bura	egg	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		r u w a l _ b u r a	4957.0			
266.0	abui1241-petle-o	rual bura	egg	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		r u - a l _ b u r a	4957.0			
279.0	abui1241-petle	bi.'keŋ	louse (clothing)	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		b i ˈk e ŋ -	4952.0			
279.0	abui1241-petle-o	bikeng	louse (clothing)	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		b i k e n g	4952.0			
288.0	abui1241-petle	li.'la( )	hot	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- l i ˈl a	4909.0			
288.0	abui1241-petle-o	lila	hot	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- l i l a	4909.0			
289.0	abui1241-petle	pa.'la.ta( )	cold	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		p a ˈl a t a - - -	4836.0			
289.0	abui1241-petle-o	palata	cold	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		p a l a t a - - -	4836.0			
290.0	abui1241-petle	ka:ŋ	good	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- k aː - ŋ - -	2624.0			
290.0	abui1241-petle-o	kaang	good	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- k aa - n g -	2624.0			
291.0	abui1241-petle	'be:.ka	bad	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		ˈb eː k a - -	3220.0			
291.0	abui1241-petle-o	beeka	bad	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		b ee k a - -	3220.0			
298.0	abui1241-petle	te.'li.a	dry in sun	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - - - t e ˈl i a	4960.0			
298.0	abui1241-petle	tǝ.'li.a	dry in sun	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - - - t ǝ ˈl i a	4960.0			
298.0	abui1241-petle-o	telia	dry in sun	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - - - t e l i a	4960.0			
316.0	abui1241-petle	fo.ko	wide	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		f o k o	4962.0			
316.0	abui1241-petle	foka	wide	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		f o k a	4962.0			
316.0	abui1241-petle-o	foka	wide	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		f o k a	4962.0			
317.0	abui1241-petle	mi:.'ta	narrow	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		m iː ˈt a	4961.0			
317.0	abui1241-petle-o	mita	narrow	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		m i t a	4961.0			
320.0	abui1241-petle	'ma.di	ripe	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		ˈm a d - - i -	4969.0			
320.0	abui1241-petle-o	madi	ripe	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		m a d - - i -	4969.0			
329.0	abui1241-petle	a.ka.'ni	black	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - a k a ˈn - i	991.0			
329.0	abui1241-petle-o	akani	black	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - a k a n - i	991.0			
330.0	abui1241-petle	ku.'li	white	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		k u ˈl i	4785.0			
330.0	abui1241-petle-o	kuli	white	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		k u l i	4785.0			
332.0	abui1241-petle	wa.la.'ŋai	green	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		w a - - l a ˈŋ - a - i	4283.0			
332.0	abui1241-petle	wa.la.'ŋɪi	green	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		w a - - l a ˈŋ - ɪ - i	4283.0			
332.0	abui1241-petle-o	walangai	green	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		w a - - l a n g a - i	4283.0			
332.0	abui1241-petle-o	walangei	green	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		w a - - l a n g e - i	4283.0			
341.0	abui1241-petle	fu:.'ja	scared	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		f uː ˈj - a	4954.0			
341.0	abui1241-petle-o	fuya	scared	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		f u - y a	4954.0			
346.0	abui1241-petle	'no:.miŋ ha.'tuk	to think	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		ˈn oː m i ŋ - _ h a ˈt u k	4973.0			
346.0	abui1241-petle-o	nooming hatuk	to think	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		n oo m i n g _ h a t u k	4973.0			
348.0	abui1241-petle	'la.ral	to say	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	Malay Laral: discussion about word	ˈl a r a l	4956.0			
348.0	abui1241-petle-o	laral	to say	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		l a r a l	4956.0			
351.0	abui1241-petle	'la.ral	language	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		ˈl a r a l	4965.0			
351.0	abui1241-petle-o	laral	language	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		l a r a l	4965.0			
358.0	abui1241-petle	mi.'ti	to sit	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - m i ˈt - i - -	299.0			
358.0	abui1241-petle-o	miti	to sit	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - m i t - i - -	299.0			
360.0	abui1241-petle	pu.'tok ho.'la:k	to walk	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	/o/ sounds like a /u/	p u ˈt o k - _ h o ˈl aː k	4959.0			
360.0	abui1241-petle-o	putok holak	to walk	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		p u t o k - _ h o l a k	4959.0			
362.0	abui1241-petle	la:k	to go	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		l aː k -	2933.0			
362.0	abui1241-petle-o	laak	to go	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		l aa k -	2933.0			
370.0	abui1241-petle	ma:l	to cook	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		m aː l - - -	4982.0			
370.0	abui1241-petle	sen	to cook	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		s e n - -	4950.0			
370.0	abui1241-petle	sεn	to cook	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		s ε n - -	4950.0			
370.0	abui1241-petle-o	maal	to cook	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		m aa l - - -	4982.0			
370.0	abui1241-petle-o	sen	to cook	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		s e n - -	4950.0			
376.0	abui1241-petle	moŋ	to die	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - m o ŋ - -	363.0			
376.0	abui1241-petle-o	mong	to die	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - m o n - g	363.0			
377.0	abui1241-petle	l	to give	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	el: give to you	l	4947.0			
377.0	abui1241-petle-o	l	to give	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		l	4947.0			
379.0	abui1241-petle	jei	to come	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central	CHECK	j e i	4966.0			
379.0	abui1241-petle-o	yei	to come	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		y e i	4990.0			
380.0	abui1241-petle	jei	to laugh	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		j e - i	4948.0			
380.0	abui1241-petle-o	yei	to laugh	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		y e i	4984.0			
381.0	abui1241-petle	fel	to cry	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		f e l -	3111.0			
381.0	abui1241-petle-o	fel	to cry	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		f e l -	3111.0			
383.0	abui1241-petle	jei hofaŋa	to sing	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		j e - i _ h o f a ŋ - a	4777.0			
383.0	abui1241-petle-o	yei hofanga	to sing	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- y e i _ h o f a n g a	4777.0			
389.0	abui1241-petle	hiŋ ah.'el	to suck	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - - - - - - h i ŋ - _ a h ˈe l	489.0			
389.0	abui1241-petle-o	(hing) ahel	to suck	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - - - - - - - - - - - a h e l	489.0			
397.0	abui1241-petle	feŋ	to hit	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		f e ŋ -	4946.0			
397.0	abui1241-petle-o	feng	to hit	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		f e n g	4946.0			
406.0	abui1241-petle	ta'lu:k	to fight	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		t a - ˈl uː k	4891.0			
406.0	abui1241-petle-o	taluk	to fight	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		t a - l u k	4891.0			
410.0	abui1241-petle	bol moŋ	to kill	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		b o - l _ m o ŋ - -	2621.0			
410.0	abui1241-petle-o	bol mong	to kill	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		b o - l _ m o n - g	2621.0			
416.0	abui1241-petle	tel	to flow	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		t e l -	4977.0			
416.0	abui1241-petle-o	tel	to flow	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		t e l -	4977.0			
419.0	abui1241-petle	ho.'pu.na	to hold	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		h o - ˈp u - n a	615.0			
419.0	abui1241-petle-o	hopuna	to hold	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		h o - p u - n a	615.0			
420.0	abui1241-petle	kol	to tie	Abui-Petleng	Timor-Alor-Pantar	3Alor, 2Central		- - k o l	4978.0			
420.0	abui1241-petle-o	kol	to tie	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	3Alor, 2Central		- - k o l	4978.0			
